source_file,service_ref,line_ref,operator_ref,journey_code,departure_time,days_of_week,stop_count
BODS_PH1121126_183_20260328_126.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ1,07:51:00,Monday|Tuesday|Wednesday|Thursday|Friday,30
BODS_PH1121126_183_20260328_126.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_183_20260718_129.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ1,07:51:00,Monday|Tuesday|Wednesday|Thursday|Friday,30
BODS_PH1121126_183_20260718_129.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_183_20260830_131.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ1,07:51:00,Monday|Tuesday|Wednesday|Thursday|Friday,30
BODS_PH1121126_183_20260830_131.xml,PH1121126:183,BLUS:PH1121126:183:634,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_185_20260328_109.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ1,14:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,27
BODS_PH1121126_185_20260328_109.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ3,09:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_185_20260328_109.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,25
BODS_PH1121126_185_20260328_109.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ4,07:55:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_185_20260718_112.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ1,14:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,27
BODS_PH1121126_185_20260718_112.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ3,09:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_185_20260718_112.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,25
BODS_PH1121126_185_20260718_112.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ4,07:55:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_185_20260830_114.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ1,14:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,27
BODS_PH1121126_185_20260830_114.xml,PH1121126:185,BLUS:PH1121126:185:35,BLUS,VJ3,09:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_185_20260830_114.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ2,15:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,25
BODS_PH1121126_185_20260830_114.xml,PH1121126:185,BLUS:PH1121126:185:635,BLUS,VJ4,07:55:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ3,04:15:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ189,04:47:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ190,05:17:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ213,05:37:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ191,05:57:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ192,06:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ211,06:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ210,06:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ209,06:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ207,06:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ206,07:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ205,07:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ195,07:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ139,07:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ140,07:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ141,07:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ142,08:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ143,08:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ144,08:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ203,08:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ196,08:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ200,08:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ34,09:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ35,09:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ36,09:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ37,09:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ38,09:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ39,09:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ40,10:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ41,10:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ42,10:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ43,10:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ44,10:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ45,10:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ46,11:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ47,11:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ48,11:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ49,11:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ50,11:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ51,11:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ52,12:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ53,12:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ54,12:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ55,12:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ56,12:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ57,12:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ58,13:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ59,13:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ218,13:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ236,13:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ193,13:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ194,13:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ232,14:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ197,14:12:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ198,14:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ231,14:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ220,14:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ219,14:48:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ178,14:56:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ179,15:06:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ180,15:16:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ199,15:26:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ132,15:37:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ133,15:47:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ134,15:57:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ135,16:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ136,16:19:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ137,16:30:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ138,16:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ221,16:50:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ222,17:00:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ223,17:10:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ224,17:20:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ225,17:30:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ226,17:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ227,17:50:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ228,18:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ229,18:26:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ240,18:45:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ125,19:07:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ126,19:27:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ127,19:47:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ128,20:07:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ129,20:27:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ130,20:47:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ131,21:07:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ241,21:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,28
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ105,21:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ106,22:10:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ107,22:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ108,23:10:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ109,23:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ243,00:10:00,Monday|Tuesday|Wednesday|Thursday|Friday,28
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ110,00:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,54
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ247,01:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ263,02:15:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ248,02:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ264,03:15:00,Monday|Tuesday|Wednesday|Thursday|Friday,26
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ249,03:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,BLUS,VJ250,04:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,29
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ265,04:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,12
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ373,04:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ374,05:00:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ375,05:20:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ428,05:40:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ430,05:55:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ431,06:10:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ400,06:22:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ401,06:32:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ402,06:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ403,06:52:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ435,07:02:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ438,07:11:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ334,07:14:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ440,07:20:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ335,07:24:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ442,07:29:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ336,07:34:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ385,07:38:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ337,07:44:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ386,07:48:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ338,07:54:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ387,07:58:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ339,08:04:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ388,08:08:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ340,08:14:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ389,08:18:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ341,08:24:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ444,08:30:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ342,08:34:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ436,08:42:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ343,08:44:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ344,08:54:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ345,09:04:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ346,09:14:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ307,09:25:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ308,09:35:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ309,09:45:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ310,09:55:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ311,10:05:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ312,10:15:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,BLUS,VJ313,10:25:00,Monday|Tuesday|Wednesday|Thursday|Friday,34
