operator_ref,route_number,pulled_at,recorded_at,vehicle_ref,latitude,longitude,bearing,avl_id,avl_time_of_day,source_file,service_ref,line_ref,journey_code,departure_time,days_of_week,stop_count,sched_time_of_day,time_diff,disruption_count,avg_disruption_duration,avg_fare_gbp
BLUS,20,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:38.000+05:45,253,50.90531,-1.406348,350,9,50558,BODS_PH1121126_507_20260718_108.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ325,2026-07-21T19:55:00.000+05:45,Sunday,20,51000,442,9,136.88888888888889,2.940955284552847
SWWD,TPDRT,2026-07-20T13:53:03.793+05:45,2026-07-20T19:37:31.000+05:45,7930,51.277349,-1.687128,277,11,49951,,,,,,,,,,9,119.11111111111111,3.5063780260707635
SWWD,X7,2026-07-20T14:19:03.545+05:45,2026-07-20T19:48:49.000+05:45,1330,51.07353,-1.795795,,22,50629,,,,,,,,,,10,108.7,3.5063780260707635
WDBC,18,2026-07-20T13:47:48.689+05:45,2026-07-20T19:32:33.000+05:45,2264,50.735016,-1.951586,,32,49653,,,,,,,,,,13,142.6153846153846,3.1657190635451506
SWWD,X7,2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:36.000+05:45,1641,50.9065,-1.406682,,36,52236,,,,,,,,,,10,108.7,3.5063780260707635
UNIL,U1C,2026-07-20T14:05:46.677+05:45,2026-07-19T23:01:26.000+05:45,1207,50.899202,-1.401313,,40,62186,,,,,,,,,,20,114.0,1.630769230769231
WDBC,U1,2026-07-20T13:51:40.890+05:45,2026-07-20T19:36:16.000+05:45,1690,50.741936,-1.891179,309,43,49876,,,,,,,,,,10,129.4,3.1657190635451506
SVCT,TNB,2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:16.000+05:45,1401,50.698172,-1.482052,186,49,50536,,,,,,,,,,15,149.13333333333333,3.074930362116992
SVCT,12,2026-07-20T14:22:55.935+05:45,2026-07-20T20:07:34.000+05:45,1648,50.698594,-1.294223,90,59,51754,,,,,,,,,,14,107.42857142857143,3.074930362116992
UNIL,U1A,2026-07-20T13:48:54.550+05:45,2026-07-20T19:33:45.000+05:45,1212,50.893524,-1.395148,,65,49725,,,,,,,,,,12,150.58333333333334,1.630769230769231
UNIL,U6H,2026-07-20T14:37:16.190+05:45,2026-07-20T13:48:34.000+05:45,1206,50.938535,-1.429147,,66,29014,,,,,,,,,,11,108.18181818181819,1.630769230769231
SWWD,R1,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:47.000+05:45,1333,51.064894,-1.793765,10,69,52307,,,,,,,,,,11,114.54545454545455,3.5063780260707635
WDBC,12,2026-07-20T14:09:39.353+05:45,2026-07-20T19:54:23.000+05:45,2282,50.750949,-1.845946,,75,50963,,,,,,,,,,6,84.0,3.1657190635451506
SWWD,906,2026-07-20T14:10:45.897+05:45,2026-07-20T19:55:27.000+05:45,1134,50.989946,-1.757309,163,76,51027,,,,,,,,,,17,142.52941176470588,3.5063780260707635
SWWD,PR3,2026-07-20T14:26:15.428+05:45,2026-07-20T20:11:00.000+05:45,901,51.068448,-1.795418,,90,51960,,,,,,,,,,11,94.9090909090909,3.5063780260707635
SVCT,12,2026-07-20T14:04:40.663+05:45,2026-07-20T19:49:16.000+05:45,1648,50.642039,-1.378386,100,95,50656,,,,,,,,,,14,107.42857142857143,3.074930362116992
WDBC,5,2026-07-20T14:09:56.012+05:45,2026-07-20T19:54:38.000+05:45,1738,50.760106,-1.90171,49,99,50978,,,,,,,,,,9,145.22222222222223,3.1657190635451506
SWWD,X5,2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:20.000+05:45,1577,51.19774,-1.771375,160,102,51500,,,,,,,,,,11,153.9090909090909,3.5063780260707635
WDBC,3x,2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:13.000+05:45,2277,50.746302,-1.98473,11,122,51913,,,,,,,,,,10,99.6,3.1657190635451506
SVCT,3,2026-07-20T14:32:35.623+05:45,2026-07-20T20:16:59.000+05:45,1511,50.595317,-1.205715,,129,52319,,,,,,,,,,8,128.875,3.074930362116992
WDBC,4,2026-07-20T14:01:05.161+05:45,2026-07-20T19:45:42.000+05:45,1541,50.747118,-1.722577,,138,50442,,,,,,,,,,12,159.08333333333334,3.1657190635451506
WDBC,35,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:19.000+05:45,1627,50.619077,-2.004344,121,141,51079,,,,,,,,,,11,92.45454545454545,3.1657190635451506
TDTR,1B,2026-07-20T14:36:59.541+05:45,2026-07-20T20:21:31.000+05:45,275,51.560473,-1.795788,64,142,52591,,,,,,,,,,8,116.0,3.189354473386184
SVCT,9,2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:36.000+05:45,1321,50.728551,-1.175307,121,154,51936,,,,,,,,,,4,125.75,3.074930362116992
WDBC,m2,2026-07-20T14:09:39.353+05:45,2026-07-20T19:54:28.000+05:45,1104,50.72225,-1.862153,,159,50968,,,,,,,,,,15,108.66666666666667,3.1657190635451506
SWWD,8,2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:51.000+05:45,1544,51.210426,-1.512594,290,168,50931,,,,,,,,,,13,134.6153846153846,3.5063780260707635
BLUS,17,2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:31.000+05:45,1548,50.893925,-1.380479,300,174,51691,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,209,14,124.21428571428571,2.940955284552847
WDBC,125,2026-07-20T13:59:42.436+05:45,2026-07-20T19:25:03.000+05:45,2710,50.847015,-1.791925,,175,49203,,,,,,,,,,16,125.75,3.1657190635451506
BLUS,17,2026-07-20T14:12:25.550+05:45,2026-07-20T19:57:12.000+05:45,1563,50.902825,-1.405008,86,185,51132,BODS_PH1121126_302_20260601_125.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ1,2026-07-21T19:52:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,53,50820,312,14,124.21428571428571,2.940955284552847
WDBC,21,2026-07-20T13:56:55.713+05:45,2026-07-20T00:06:02.000+05:45,1687,50.718825,-1.875656,,191,66062,,,,,,,,,,8,122.75,3.1657190635451506
WDBC,82,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:54.000+05:45,1815,50.736065,-1.777909,55,198,51054,,,,,,,,,,10,115.6,3.1657190635451506
WDBC,1B,2026-07-20T14:33:25.124+05:45,2026-07-20T20:18:08.000+05:45,250,50.726045,-1.841382,69,204,52388,,,,,,,,,,13,118.07692307692308,3.1657190635451506
WDBC,1C,2026-07-20T14:34:47.568+05:45,2026-07-20T19:03:37.000+05:45,2271,50.719247,-1.876206,,205,47917,,,,,,,,,,10,128.0,3.1657190635451506
WDBC,X6,2026-07-20T13:56:55.713+05:45,2026-07-20T19:41:34.000+05:45,1785,50.882001,-1.888238,5,207,50194,,,,,,,,,,7,133.0,3.1657190635451506
BLUS,17,2026-07-20T14:16:51.137+05:45,2026-07-20T20:01:34.000+05:45,1563,50.903838,-1.402629,,227,51394,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,506,14,124.21428571428571,2.940955284552847
WDBC,18,2026-07-20T14:27:54.899+05:45,2026-07-20T20:12:26.000+05:45,2269,50.733345,-1.952001,197,251,52046,,,,,,,,,,13,142.6153846153846,3.1657190635451506
WDBC,6,2026-07-20T14:06:36.625+05:45,2026-07-20T19:45:01.000+05:45,237,50.719161,-1.876066,,254,50401,,,,,,,,,,9,124.11111111111111,3.1657190635451506
SVCT,3,2026-07-20T14:37:16.190+05:45,2026-07-20T20:22:03.000+05:45,1622,50.715515,-1.146321,,256,52623,,,,,,,,,,8,128.875,3.074930362116992
SVCT,TNB,2026-07-20T14:26:32.043+05:45,2026-07-20T20:11:23.000+05:45,1401,50.669134,-1.558711,262,259,51983,,,,,,,,,,15,149.13333333333333,3.074930362116992
BLUS,1,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:51.000+05:45,1798,50.943328,-1.406259,8,261,52311,BODS_PH1121126_204_20260718_122.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ179,2026-07-21T20:10:00.000+05:45,Sunday,43,51900,411,11,159.9090909090909,2.940955284552847
BLUS,24,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:26.000+05:45,1130,50.905109,-1.297273,87,265,50846,BODS_PH1121126_529_20260830_83.xml,PH1121126:529,BLUS:PH1121126:529:24,VJ42,2026-07-21T18:25:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,45600,5246,5,115.4,2.940955284552847
SVCT,8,2026-07-20T14:12:58.896+05:45,2026-07-20T19:50:26.000+05:45,1304,50.69797,-1.294108,,268,50726,,,,,,,,,,9,86.11111111111111,3.074930362116992
WDBC,m2,2026-07-20T14:27:21.737+05:45,2026-07-20T20:12:12.000+05:45,1766,50.721455,-1.867344,50,288,52032,,,,,,,,,,15,108.66666666666667,3.1657190635451506
SWWD,908,2026-07-20T14:36:43.121+05:45,2026-07-20T20:21:15.000+05:45,11,50.995596,-1.647861,312,290,52575,,,,,,,,,,15,120.33333333333333,3.5063780260707635
SWWD,2,2026-07-20T14:36:59.541+05:45,2026-07-20T20:16:54.000+05:45,2725,51.069903,-1.796492,,302,52314,,,,,,,,,,12,103.41666666666667,3.5063780260707635
DAMY,CR9,2026-07-20T14:21:49.617+05:45,2026-07-20T19:59:12.000+05:45,1113,50.713685,-2.44828,,316,51252,,,,,,,,,,16,119.75,3.508187134502923
TDTR,11,2026-07-20T14:24:19.018+05:45,2026-07-20T20:09:09.000+05:45,2733,51.55038,-1.772789,154,324,51849,,,,,,,,,,9,163.0,3.189354473386184
BLUS,15,2026-07-20T13:54:10.005+05:45,2026-07-20T19:38:56.000+05:45,258,50.88367,-1.346029,127,330,50036,BODS_PH1121126_505_20260601_113.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ73,2026-07-21T19:50:00.000+05:45,Sunday,34,50700,664,11,130.8181818181818,2.940955284552847
BLUS,19,2026-07-20T14:17:07.690+05:45,2026-07-19T21:56:13.000+05:45,1603,50.941885,-1.4502,,349,58273,BODS_PH1121126_506_20260601_111.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ276,2026-07-21T21:55:00.000+05:45,Sunday,51,58200,73,18,149.22222222222223,2.940955284552847
TDTR,SSS,2026-07-20T14:34:14.663+05:45,2026-07-20T20:18:56.000+05:45,7901,51.568663,-1.800975,155,356,52436,,,,,,,,,,13,142.84615384615384,3.189354473386184
BLUS,2,2026-07-20T13:53:20.555+05:45,2026-07-20T19:38:10.000+05:45,1761,50.968577,-1.29866,147,366,49990,BODS_PH1121126_203_20260830_125.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ280,2026-07-21T19:40:00.000+05:45,Saturday,61,50100,110,7,93.0,2.940955284552847
BLUS,9,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:54.000+05:45,2761,50.814148,-1.370794,354,372,51054,BODS_PH1121126_198_20260412_111.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ4,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,51900,846,6,118.5,2.940955284552847
TDTR,17,2026-07-20T13:53:03.793+05:45,2026-07-20T19:37:49.000+05:45,525,51.562847,-1.783832,120,375,49969,,,,,,,,,,5,126.0,3.189354473386184
WDBC,9,2026-07-20T14:23:12.551+05:45,2026-07-20T20:07:48.000+05:45,2254,50.723346,-2.013642,142,398,51768,,,,,,,,,,7,87.28571428571429,3.1657190635451506
WDBC,X3,2026-07-20T14:01:21.739+05:45,2026-07-20T19:46:15.000+05:45,1786,50.728343,-1.839307,72,403,50475,,,,,,,,,,18,120.11111111111111,3.1657190635451506
SVCT,8,2026-07-20T13:48:21.594+05:45,2026-07-20T19:32:54.000+05:45,1345,50.682535,-1.089824,333,407,49674,,,,,,,,,,9,86.11111111111111,3.074930362116992
BLUS,2,2026-07-20T14:18:14.016+05:45,2026-07-20T20:03:08.000+05:45,1757,50.955429,-1.372806,266,414,51488,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,592,7,93.0,2.940955284552847
WDBC,22,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:49.000+05:45,2284,50.731835,-1.822624,61,418,50749,,,,,,,,,,11,136.9090909090909,3.1657190635451506
WDBC,X6,2026-07-20T14:27:21.737+05:45,2026-07-20T20:03:03.000+05:45,1785,50.847082,-1.791676,,420,51483,,,,,,,,,,7,133.0,3.1657190635451506
SWWD,R8,2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:51.000+05:45,403,51.070631,-1.803297,276,426,51531,,,,,,,,,,10,141.6,3.5063780260707635
WDBC,m2,2026-07-20T14:30:23.803+05:45,2026-07-20T20:14:57.000+05:45,1783,50.730718,-1.824169,,429,52197,,,,,,,,,,15,108.66666666666667,3.1657190635451506
TDTR,R26,2026-07-20T14:37:16.190+05:45,2026-07-20T20:22:10.000+05:45,1276,51.513823,-1.735671,200,432,52630,,,,,,,,,,11,142.8181818181818,3.189354473386184
WDBC,60,2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:30.000+05:45,1831,50.71182,-1.983522,65,437,50310,,,,,,,,,,7,106.0,3.1657190635451506
SVCT,9,2026-07-20T14:29:17.576+05:45,2026-07-20T20:14:06.000+05:45,1312,50.698055,-1.293936,,444,52146,,,,,,,,,,4,125.75,3.074930362116992
BLUS,N18,2026-07-20T14:12:42.220+05:45,2026-07-20T09:11:31.000+05:45,1803,50.906859,-1.403564,,457,12391,BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:N18,VJ255,2026-07-21T01:08:00.000+05:45,Sunday,29,69780,57389,16,121.9375,2.940955284552847
WDBC,m1,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:20.000+05:45,1735,50.728809,-1.938525,,475,51080,,,,,,,,,,13,138.6153846153846,3.1657190635451506
WDBC,NFR,2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:00.000+05:45,1823,50.799929,-1.649787,104,481,50400,,,,,,,,,,17,113.29411764705883,3.1657190635451506
UNIL,U1A,2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:19.000+05:45,1230,50.893379,-1.395081,,490,50239,,,,,,,,,,12,150.58333333333334,1.630769230769231
WDBC,1A,2026-07-20T14:28:11.478+05:45,2026-07-20T20:12:54.000+05:45,1691,50.74082,-1.808531,35,498,52074,,,,,,,,,,13,123.84615384615384,3.1657190635451506
TDTR,1B,2026-07-20T14:38:22.344+05:45,2026-07-20T20:23:15.000+05:45,1668,51.545753,-1.746775,291,510,52695,,,,,,,,,,8,116.0,3.189354473386184
WDBC,86,2026-07-20T14:22:22.800+05:45,2026-07-20T20:07:17.000+05:45,1643,50.818093,-1.572051,182,511,51737,,,,,,,,,,10,92.5,3.1657190635451506
WDBC,6,2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:26.000+05:45,249,50.754256,-1.931584,219,514,52226,,,,,,,,,,9,124.11111111111111,3.1657190635451506
WDBC,70,2026-07-20T13:56:38.969+05:45,2026-07-20T19:41:26.000+05:45,1407,50.728039,-1.748404,243,530,50186,,,,,,,,,,6,173.33333333333334,3.1657190635451506
WDBC,81,2026-07-20T14:37:32.762+05:45,2026-07-20T20:22:27.000+05:45,1819,50.736561,-1.779689,,541,52647,,,,,,,,,,9,116.66666666666667,3.1657190635451506
BLUS,NFG,2026-07-20T14:19:53.443+05:45,2026-07-20T20:04:37.000+05:45,1829,50.871497,-1.574838,,542,51577,,,,,,,,,,8,105.5,2.940955284552847
SWWD,8,2026-07-20T14:38:05.833+05:45,2026-07-20T20:22:51.000+05:45,1574,51.098445,-1.796792,23,543,52671,,,,,,,,,,13,134.6153846153846,3.5063780260707635
SVCT,2,2026-07-20T14:28:27.930+05:45,2026-07-20T20:13:12.000+05:45,1616,50.678633,-1.142258,349,554,52092,,,,,,,,,,14,157.0,3.074930362116992
UNIL,U6H,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:37.000+05:45,1204,50.912326,-1.399914,,555,50857,,,,,,,,,,11,108.18181818181819,1.630769230769231
SVCT,2,2026-07-20T13:56:05.977+05:45,2026-07-20T19:40:38.000+05:45,1616,50.635918,-1.180631,178,558,50138,,,,,,,,,,14,157.0,3.074930362116992
WDBC,30,2026-07-20T14:17:40.810+05:45,2026-07-20T17:48:20.000+05:45,1740,50.646629,-2.267441,165,562,43400,,,,,,,,,,14,122.64285714285714,3.1657190635451506
SWWD,R1,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:23.000+05:45,1328,51.085765,-1.833743,,570,52343,,,,,,,,,,11,114.54545454545455,3.5063780260707635
SVCT,1,2026-07-20T14:04:24.068+05:45,2026-07-20T19:49:02.000+05:45,1653,50.739114,-1.307843,357,587,50642,,,,,,,,,,13,104.84615384615384,3.074930362116992
SVCT,1,2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:27.000+05:45,1316,50.751389,-1.300633,,589,50787,,,,,,,,,,13,104.84615384615384,3.074930362116992
WDBC,17,2026-07-20T13:49:11.301+05:45,2026-07-20T19:33:38.000+05:45,1119,50.735767,-1.950819,199,591,49718,,,,,,,,,,14,137.14285714285714,3.1657190635451506
TDTR,12,2026-07-20T14:06:19.989+05:45,2026-07-20T19:51:04.000+05:45,2742,51.546854,-1.771348,337,603,50764,,,,,,,,,,12,118.0,3.189354473386184
WDBC,9,2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:09.000+05:45,2256,50.718041,-1.978489,,617,51489,,,,,,,,,,7,87.28571428571429,3.1657190635451506
UNIL,U2C,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:39.000+05:45,1214,50.938127,-1.395327,81,620,52299,,,,,,,,,,12,115.91666666666667,1.630769230769231
UNIL,U1A,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:21.000+05:45,1223,50.935731,-1.406487,355,628,51261,,,,,,,,,,12,150.58333333333334,1.630769230769231
WDBC,NFB,2026-07-20T14:15:28.101+05:45,2026-07-20T20:00:16.000+05:45,1827,50.825417,-1.697336,318,630,51316,,,,,,,,,,15,179.93333333333334,3.1657190635451506
BLUS,14,2026-07-20T14:00:32.028+05:45,2026-07-20T19:37:44.000+05:45,2746,50.904108,-1.402674,,632,49964,BODS_PH1121126_504_20260830_118.xml,PH1121126:504,BLUS:PH1121126:504:14,VJ38,2026-07-21T19:30:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,31,49500,464,5,80.2,2.940955284552847
BLUS,2,2026-07-20T14:20:59.984+05:45,2026-07-20T20:05:41.000+05:45,1756,50.97391,-1.333369,24,636,51641,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,439,7,93.0,2.940955284552847
WDBC,82,2026-07-20T14:24:19.018+05:45,2026-07-20T20:08:44.000+05:45,1815,50.743786,-1.73958,220,637,51824,,,,,,,,,,10,115.6,3.1657190635451506
SWWD,R1,2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:30.000+05:45,1328,51.078303,-1.820646,304,666,51690,,,,,,,,,,11,114.54545454545455,3.5063780260707635
SWWD,PD3,2026-07-20T14:38:22.344+05:45,2026-07-20T20:23:01.000+05:45,2748,51.110764,-1.674403,249,671,52681,,,,,,,,,,7,122.57142857142857,3.5063780260707635
WDBC,m1,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:30.000+05:45,1771,50.71823,-1.978696,,676,50850,,,,,,,,,,13,138.6153846153846,3.1657190635451506
SWWD,8,2026-07-20T13:47:15.639+05:45,2026-07-20T19:31:55.000+05:45,1678,51.071214,-1.796303,,690,49615,,,,,,,,,,13,134.6153846153846,3.5063780260707635
TDTR,NW2,2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:26.000+05:45,2007,51.538859,-1.776687,,691,51926,,,,,,,,,,9,106.44444444444444,3.189354473386184
WDBC,9,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:45.000+05:45,2279,50.715831,-1.979956,114,696,50745,,,,,,,,,,7,87.28571428571429,3.1657190635451506
SVCT,200,2026-07-20T14:03:17.787+05:45,2026-07-20T13:12:59.000+05:45,7844,50.695852,-1.311399,,699,26879,,,,,,,,,,11,127.63636363636364,3.074930362116992
DAMY,20,2026-07-20T14:35:04.009+05:45,2026-07-20T16:31:58.000+05:45,2732,50.855958,-2.163726,,707,38818,,,,,,,,,,12,120.41666666666667,3.508187134502923
BLUS,20,2026-07-20T14:26:48.723+05:45,2026-07-20T20:11:39.000+05:45,253,50.92452,-1.381052,100,709,51999,BODS_PH1121126_507_20260601_103.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ117,2026-07-21T20:05:00.000+05:45,Saturday,16,51600,399,9,136.88888888888889,2.940955284552847
BLUS,538,2026-07-20T13:50:51.121+05:45,2026-07-20T12:46:47.000+05:45,1644,50.861019,-1.430722,,712,25307,BODS_PH1121126_243_20260718_111.xml,PH1121126:243,BLUS:PH1121126:243:538,VJ5,2026-07-21T15:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,33900,8593,15,128.6,2.940955284552847
WDBC,36,2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:30.000+05:45,109,50.729791,-1.913783,143,716,52230,,,,,,,,,,10,134.4,3.1657190635451506
BLUS,17,2026-07-20T13:58:18.490+05:45,2026-07-20T19:42:46.000+05:45,1554,50.89932,-1.400719,281,722,50266,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ353,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,50700,434,14,124.21428571428571,2.940955284552847
BLUS,1,2026-07-20T13:54:26.649+05:45,2026-07-20T19:39:03.000+05:45,1798,50.903946,-1.405863,172,724,50043,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ366,2026-07-21T19:40:00.000+05:45,Sunday,47,50100,57,11,159.9090909090909,2.940955284552847
WDBC,m2,2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:53.000+05:45,1104,50.719257,-1.88106,298,731,51713,,,,,,,,,,15,108.66666666666667,3.1657190635451506
BLUS,19,2026-07-20T14:13:48.607+05:45,2026-07-20T17:21:28.000+05:45,1570,50.902597,-1.405587,,734,41788,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ51,2026-07-21T17:20:00.000+05:45,Sunday,51,41700,88,18,149.22222222222223,2.940955284552847
BLUS,14,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:41.000+05:45,255,50.907971,-1.394756,90,741,50741,BODS_PH1121126_504_20260830_118.xml,PH1121126:504,BLUS:PH1121126:504:14,VJ121,2026-07-21T19:53:00.000+05:45,Sunday,43,50880,139,5,80.2,2.940955284552847
WDBC,m1,2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:49.000+05:45,1771,50.71823,-1.978696,,744,50929,,,,,,,,,,13,138.6153846153846,3.1657190635451506
SQ,TW1,2026-07-20T13:52:30.529+05:45,2026-07-20T19:37:15.000+05:45,9501,50.698062,-1.294337,,749,49935,,,,,,,,,,12,96.33333333333333,
BLUS,14,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:53.000+05:45,255,50.906968,-1.405523,88,752,50573,BODS_PH1121126_504_20260718_116.xml,PH1121126:504,BLUS:PH1121126:504:14,VJ125,2026-07-21T19:47:00.000+05:45,Sunday,43,50520,53,5,80.2,2.940955284552847
TDTR,5,2026-07-20T14:36:09.915+05:45,2026-07-20T20:20:57.000+05:45,2734,51.591825,-1.812832,189,757,52557,,,,,,,,,,13,153.76923076923077,3.189354473386184
WDBC,70,2026-07-20T14:05:29.987+05:45,2026-07-20T19:50:21.000+05:45,1404,50.705376,-1.916634,88,761,50721,,,,,,,,,,6,173.33333333333334,3.1657190635451506
WDBC,5,2026-07-20T13:47:48.689+05:45,2026-07-20T19:32:32.000+05:45,1263,50.736325,-1.86536,228,773,49652,,,,,,,,,,9,145.22222222222223,3.1657190635451506
SWWD,8,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:50.000+05:45,1678,51.230152,-1.672533,61,775,52310,,,,,,,,,,13,134.6153846153846,3.5063780260707635
SVCT,3,2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:41.000+05:45,1614,50.640625,-1.170344,24,784,51701,,,,,,,,,,8,128.875,3.074930362116992
BLUS,634,2026-07-20T14:27:54.899+05:45,2026-07-20T13:20:12.000+05:45,403,50.994095,-1.500459,220,789,27312,BODS_PH1121126_183_20260830_131.xml,PH1121126:183,BLUS:PH1121126:183:634,VJ2,2026-07-21T15:05:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,29,33600,6288,3,157.66666666666666,2.940955284552847
WDBC,m2,2026-07-20T13:51:24.315+05:45,2026-07-20T19:35:50.000+05:45,1779,50.71673,-1.877059,116,799,49850,,,,,,,,,,15,108.66666666666667,3.1657190635451506
TDTR,NW2,2026-07-20T14:22:06.195+05:45,2026-07-20T14:01:56.000+05:45,2004,51.540053,-1.777307,,803,29816,,,,,,,,,,9,106.44444444444444,3.189354473386184
BLUS,17,2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:37.000+05:45,1563,50.907705,-1.401519,359,808,51517,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,383,14,124.21428571428571,2.940955284552847
SVCT,3,2026-07-20T13:56:05.977+05:45,2026-07-20T18:37:01.000+05:45,1518,50.698143,-1.294556,,825,46321,,,,,,,,,,8,128.875,3.074930362116992
WDBC,4,2026-07-20T14:07:09.895+05:45,2026-07-20T19:51:56.000+05:45,1541,50.747071,-1.722436,,826,50816,,,,,,,,,,12,159.08333333333334,3.1657190635451506
SVCT,2,2026-07-20T13:50:01.209+05:45,2026-07-20T19:34:32.000+05:45,1613,50.715306,-1.148071,107,846,49772,,,,,,,,,,14,157.0,3.074930362116992
UNIL,U1A,2026-07-20T14:25:08.856+05:45,2026-07-20T20:10:04.000+05:45,1201,50.896253,-1.403845,286,851,51904,,,,,,,,,,12,150.58333333333334,1.630769230769231
WDBC,119,2026-07-20T13:46:42.598+05:45,2026-07-20T19:28:18.000+05:45,2716,50.759587,-1.538479,,855,49398,,,,,,,,,,9,126.11111111111111,3.1657190635451506
BLUS,PR1,2026-07-20T14:12:25.550+05:45,2026-07-19T20:30:43.000+05:45,1633,50.934522,-1.467276,,866,53143,BODS_PH1121126_575_20260531_15.xml,PH1121126:575,BLUS:PH1121126:575:PR1,VJ123,2026-07-21T20:30:00.000+05:45,Saturday,2,53100,43,13,115.07692307692308,2.940955284552847
WDBC,737,2026-07-20T14:04:40.663+05:45,2026-07-20T19:06:54.000+05:45,1792,50.720281,-1.884422,,871,48114,,,,,,,,,,11,134.1818181818182,3.1657190635451506
UNIL,U1C,2026-07-20T14:13:32.051+05:45,2026-07-20T19:58:25.000+05:45,1205,50.92383,-1.403063,239,879,51205,,,,,,,,,,20,114.0,1.630769230769231
BLUS,15,2026-07-20T13:50:18.082+05:45,2026-07-20T19:35:06.000+05:45,272,50.906412,-1.406702,,897,49806,BODS_PH1121126_505_20260601_113.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ73,2026-07-21T19:50:00.000+05:45,Sunday,34,50700,894,11,130.8181818181818,2.940955284552847
