operator_ref,route_number,pulled_at,recorded_at,vehicle_ref,latitude,longitude,bearing,avl_id,avl_time_of_day,source_file,service_ref,line_ref,journey_code,departure_time,days_of_week,stop_count,sched_time_of_day,time_diff,disruption_count,avg_disruption_duration,avg_fare_gbp
BLUS,19,2026-07-20T14:28:44.394+05:45,2026-07-20T20:13:26.000+05:45,6936,50.899968,-1.354458,61,78,52106,BODS_PH1121126_506_20260601_111.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ5,2026-07-21T20:12:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,49,52020,86,18,149.22222222222223,2.940955284552847
SVCT,5,2026-07-20T14:28:11.478+05:45,2026-07-20T20:12:45.000+05:45,1307,50.743537,-1.271823,135,85,52065,,,,,,,,,,17,119.41176470588235,3.074930362116992
WDBC,70,2026-07-20T14:08:32.993+05:45,2026-07-20T19:53:08.000+05:45,1405,50.719441,-1.768084,88,86,50888,,,,,,,,,,6,173.33333333333334,3.1657190635451506
TDTR,5,2026-07-20T14:04:24.068+05:45,2026-07-20T19:49:10.000+05:45,2703,51.561546,-1.755979,269,103,50650,,,,,,,,,,13,153.76923076923077,3.189354473386184
DAMY,5,2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:35.000+05:45,2765,50.671561,-2.35138,20,105,50255,,,,,,,,,,11,139.27272727272728,3.508187134502923
BLUS,18,2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:12.000+05:45,1237,50.920937,-1.431645,323,106,50412,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ188,2026-07-21T19:45:00.000+05:45,Saturday,55,50400,12,10,138.6,2.940955284552847
SWWD,R1,2026-07-20T14:37:32.762+05:45,2026-07-20T20:22:23.000+05:45,1328,51.078986,-1.828194,3,109,52643,,,,,,,,,,11,114.54545454545455,3.5063780260707635
BLUS,24,2026-07-20T13:48:21.594+05:45,2026-07-20T19:22:41.000+05:45,1270,50.969557,-1.351929,16,111,49061,BODS_PH1121126_529_20260830_83.xml,PH1121126:529,BLUS:PH1121126:529:24,VJ42,2026-07-21T18:25:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,45600,3461,5,115.4,2.940955284552847
BLUS,20,2026-07-20T14:25:08.856+05:45,2026-07-20T20:10:00.000+05:45,222,50.902798,-1.404787,,114,51900,BODS_PH1121126_507_20260601_103.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ117,2026-07-21T20:05:00.000+05:45,Saturday,16,51600,300,9,136.88888888888889,2.940955284552847
SWWD,937,2026-07-20T13:55:49.329+05:45,2026-07-20T19:40:42.000+05:45,158,51.080835,-1.771405,190,116,50142,,,,,,,,,,16,134.9375,3.5063780260707635
TDTR,15,2026-07-20T13:56:05.977+05:45,2026-07-20T19:40:53.000+05:45,2705,51.584005,-1.817929,306,131,50153,,,,,,,,,,17,116.76470588235294,3.189354473386184
WDBC,70,2026-07-20T13:52:13.955+05:45,2026-07-20T00:15:33.000+05:45,1406,50.718005,-1.977724,,143,66633,,,,,,,,,,6,173.33333333333334,3.1657190635451506
BLUS,504,2026-07-20T13:55:49.329+05:45,2026-07-20T13:08:50.000+05:45,1250,50.983627,-1.467645,294,145,26630,BODS_PH1121126_468_20260830_112.xml,PH1121126:468,BLUS:PH1121126:468:504,VJ2,2026-07-21T15:20:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,11,34500,7870,12,163.5,2.940955284552847
WDBC,1B,2026-07-20T14:17:24.217+05:45,2026-07-20T20:02:00.000+05:45,241,50.752965,-1.765297,,147,51420,,,,,,,,,,13,118.07692307692308,3.1657190635451506
WDBC,5,2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:56.000+05:45,1737,50.768968,-1.901329,,148,51536,,,,,,,,,,9,145.22222222222223,3.1657190635451506
BLUS,7,2026-07-20T13:56:38.969+05:45,2026-07-20T19:41:24.000+05:45,1751,50.895012,-1.345107,,162,50184,BODS_PH1121126_298_20260718_117.xml,PH1121126:298,BLUS:PH1121126:298:7,VJ160,2026-07-21T19:28:00.000+05:45,Sunday,24,49380,804,12,138.91666666666666,2.940955284552847
WDBC,81,2026-07-20T13:48:21.594+05:45,2026-07-20T19:10:01.000+05:45,1540,50.760682,-1.537336,,212,48301,,,,,,,,,,9,116.66666666666667,3.1657190635451506
TDTR,1B,2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:10.000+05:45,2784,51.562754,-1.784167,,214,51490,,,,,,,,,,8,116.0,3.189354473386184
WDBC,1B,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:29.000+05:45,232,50.744909,-1.769431,153,220,50729,,,,,,,,,,13,118.07692307692308,3.1657190635451506
SVCT,22,2026-07-20T14:23:12.551+05:45,2026-07-20T18:11:45.000+05:45,3803,50.670504,-1.210199,329,233,44805,,,,,,,,,,11,157.36363636363637,3.074930362116992
SWWD,R10,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:20.000+05:45,2723,51.081641,-1.855313,290,236,52340,,,,,,,,,,10,123.7,3.5063780260707635
WDBC,1B,2026-07-20T13:53:20.555+05:45,2026-07-20T19:37:52.000+05:45,241,50.728832,-1.796563,148,243,49972,,,,,,,,,,13,118.07692307692308,3.1657190635451506
TDTR,15,2026-07-20T14:36:09.915+05:45,2026-07-20T20:20:59.000+05:45,2768,51.598788,-1.820499,260,244,52559,,,,,,,,,,17,116.76470588235294,3.189354473386184
WDBC,14,2026-07-20T14:22:22.800+05:45,2026-07-20T20:06:52.000+05:45,1121,50.751186,-1.843013,267,249,51712,,,,,,,,,,9,119.33333333333333,3.1657190635451506
BLUS,2,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:21.000+05:45,1754,50.964606,-1.297988,,253,50841,BODS_PH1121126_203_20260830_125.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ66,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,51,50700,141,7,93.0,2.940955284552847
TDTR,1A,2026-07-20T14:10:12.575+05:45,2026-07-20T19:54:55.000+05:45,280,51.555124,-1.812326,90,264,50995,,,,,,,,,,9,106.55555555555556,3.189354473386184
WDBC,L5,2026-07-20T14:02:11.407+05:45,2026-07-20T13:31:15.000+05:45,1102,50.741575,-2.059525,,278,27975,,,,,,,,,,10,119.6,3.1657190635451506
TDTR,17,2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:24.000+05:45,523,51.562457,-1.78162,,280,51684,,,,,,,,,,5,126.0,3.189354473386184
BLUS,2,2026-07-20T13:49:11.301+05:45,2026-07-20T19:33:43.000+05:45,1755,50.906581,-1.406739,,297,49723,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ300,2026-07-21T19:28:00.000+05:45,Sunday,60,49380,343,7,93.0,2.940955284552847
BLUS,18,2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:23.000+05:45,1564,50.904477,-1.402659,183,310,50783,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ127,2026-07-21T19:47:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,55,50520,263,10,138.6,2.940955284552847
WDBC,70,2026-07-20T14:13:48.607+05:45,2026-07-20T19:58:29.000+05:45,1404,50.712267,-1.897371,101,313,51209,,,,,,,,,,6,173.33333333333334,3.1657190635451506
WDBC,60,2026-07-20T14:24:52.252+05:45,2026-07-20T20:09:27.000+05:45,1831,50.701988,-1.941237,151,314,51867,,,,,,,,,,7,106.0,3.1657190635451506
BLUS,2,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:41.000+05:45,1760,50.974812,-1.332169,98,318,50741,BODS_PH1121126_203_20260830_125.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ66,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,51,50700,41,7,93.0,2.940955284552847
BLUS,1,2026-07-20T14:12:42.220+05:45,2026-07-20T19:57:17.000+05:45,1811,50.959553,-1.398094,,322,51137,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ118,2026-07-21T19:55:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,43,51000,137,11,159.9090909090909,2.940955284552847
BLUS,5,2026-07-20T14:11:52.408+05:45,2026-07-20T17:16:08.000+05:45,269,50.970083,-1.351795,,332,41468,BODS_PH1121126_200_20260718_118.xml,PH1121126:200,BLUS:PH1121126:200:5,VJ93,2026-07-21T17:14:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,41340,128,11,145.8181818181818,2.940955284552847
SWWD,X4,2026-07-20T13:48:38.078+05:45,2026-07-20T19:33:27.000+05:45,1000,51.170147,-1.759515,67,344,49707,,,,,,,,,,16,139.125,3.5063780260707635
BLUS,538,2026-07-20T14:15:44.573+05:45,2026-07-20T12:46:47.000+05:45,1644,50.861019,-1.430722,,354,25307,BODS_PH1121126_243_20260718_111.xml,PH1121126:243,BLUS:PH1121126:243:538,VJ5,2026-07-21T15:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,33900,8593,15,128.6,2.940955284552847
WDBC,16,2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:07.000+05:45,1842,50.723155,-1.90685,242,367,50767,,,,,,,,,,13,130.46153846153845,3.1657190635451506
BLUS,17,2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:07.000+05:45,1563,50.910305,-1.40488,183,370,51667,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,233,14,124.21428571428571,2.940955284552847
TDTR,12,2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:41.000+05:45,2718,51.562575,-1.781001,100,371,50321,,,,,,,,,,12,118.0,3.189354473386184
WDBC,U3,2026-07-20T14:35:04.009+05:45,2026-07-20T20:19:40.000+05:45,1690,50.734486,-1.846783,54,381,52480,,,,,,,,,,12,144.83333333333334,3.1657190635451506
BLUS,634,2026-07-20T14:04:40.663+05:45,2026-07-20T13:20:12.000+05:45,403,50.994095,-1.500459,220,383,27312,BODS_PH1121126_183_20260830_131.xml,PH1121126:183,BLUS:PH1121126:183:634,VJ2,2026-07-21T15:05:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,29,33600,6288,3,157.66666666666666,2.940955284552847
WDBC,m1,2026-07-20T14:00:48.742+05:45,2026-07-20T19:45:21.000+05:45,1727,50.725435,-1.86315,13,390,50421,,,,,,,,,,13,138.6153846153846,3.1657190635451506
SWWD,8,2026-07-20T14:28:44.394+05:45,2026-07-20T20:13:17.000+05:45,1678,51.200965,-1.703616,27,393,52097,,,,,,,,,,13,134.6153846153846,3.5063780260707635
BLUS,14,2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:51.000+05:45,228,50.917615,-1.359012,19,394,49911,BODS_PH1121126_504_20260830_118.xml,PH1121126:504,BLUS:PH1121126:504:14,VJ38,2026-07-21T19:30:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,31,49500,411,5,80.2,2.940955284552847
WDBC,12,2026-07-20T13:56:38.969+05:45,2026-07-20T19:41:34.000+05:45,1689,50.745139,-1.878283,188,408,50194,,,,,,,,,,6,84.0,3.1657190635451506
WDBC,21,2026-07-20T14:38:38.675+05:45,2026-07-20T00:06:02.000+05:45,1687,50.718825,-1.875656,,434,66062,,,,,,,,,,8,122.75,3.1657190635451506
BLUS,17,2026-07-20T13:56:55.713+05:45,2026-07-20T19:41:44.000+05:45,1562,50.908893,-1.4072,274,435,50204,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ353,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,50700,496,14,124.21428571428571,2.940955284552847
SWWD,X2,2026-07-20T14:28:44.394+05:45,2026-07-20T20:13:22.000+05:45,1576,51.353779,-1.998439,111,442,52102,,,,,,,,,,12,134.25,3.5063780260707635
TDTR,48A,2026-07-20T13:55:49.329+05:45,2026-07-20T19:40:26.000+05:45,278,51.469224,-1.608705,123,449,50126,,,,,,,,,,12,120.08333333333333,3.189354473386184
BLUS,1,2026-07-20T14:26:32.043+05:45,2026-07-20T20:11:21.000+05:45,1811,50.911672,-1.404158,215,461,51981,BODS_PH1121126_204_20260718_122.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ179,2026-07-21T20:10:00.000+05:45,Sunday,43,51900,81,11,159.9090909090909,2.940955284552847
TDTR,1,2026-07-20T13:47:32.244+05:45,2026-07-20T19:32:01.000+05:45,2774,51.557021,-1.759172,151,483,49621,,,,,,,,,,12,131.66666666666666,3.189354473386184
WDBC,1C,2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:18.000+05:45,1594,50.7361,-1.768447,157,484,51918,,,,,,,,,,10,128.0,3.1657190635451506
SWWD,X4,2026-07-20T14:12:25.550+05:45,2026-07-20T19:57:20.000+05:45,1335,51.165575,-1.764298,,488,51140,,,,,,,,,,16,139.125,3.5063780260707635
SWWD,TPDRT,2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:31.000+05:45,7930,51.314448,-1.742522,305,492,50311,,,,,,,,,,9,119.11111111111111,3.5063780260707635
UNIL,U1A,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:46.000+05:45,1212,50.918375,-1.403833,345,493,51286,,,,,,,,,,12,150.58333333333334,1.630769230769231
SWWD,663,2026-07-20T13:55:16.179+05:45,2026-07-20T19:39:41.000+05:45,1543,51.081039,-1.771377,194,506,50081,,,,,,,,,,9,153.33333333333334,3.5063780260707635
TDTR,SSS,2026-07-20T14:14:05.213+05:45,2026-07-20T19:58:47.000+05:45,7901,51.561369,-1.783248,134,507,51227,,,,,,,,,,13,142.84615384615384,3.189354473386184
SVCT,9,2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:14.000+05:45,1312,50.726358,-1.215768,270,531,50534,,,,,,,,,,4,125.75,3.074930362116992
SVCT,206,2026-07-20T14:22:39.327+05:45,2026-07-20T20:07:32.000+05:45,1516,50.695986,-1.312073,112,538,51752,,,,,,,,,,15,155.0,3.074930362116992
SVCT,5,2026-07-20T14:24:02.310+05:45,2026-07-20T20:08:51.000+05:45,1307,50.751119,-1.283082,95,572,51831,,,,,,,,,,17,119.41176470588235,3.074930362116992
WDBC,5,2026-07-20T14:37:16.190+05:45,2026-07-20T20:22:03.000+05:45,1737,50.753523,-1.904414,208,575,52623,,,,,,,,,,9,145.22222222222223,3.1657190635451506
BLUS,1,2026-07-20T14:22:22.800+05:45,2026-07-20T20:07:00.000+05:45,1804,51.062676,-1.308182,183,576,51720,BODS_PH1121126_204_20260718_122.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ358,2026-07-21T20:05:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,47,51600,120,11,159.9090909090909,2.940955284552847
SVCT,4,2026-07-20T14:17:40.810+05:45,2026-07-20T00:41:40.000+05:45,1309,50.732802,-1.159784,,581,68200,,,,,,,,,,6,129.0,3.074930362116992
BLUS,16,2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:26.000+05:45,261,50.902741,-1.405265,,594,49766,BODS_PH1121126_196_20260718_123.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ82,2026-07-21T19:30:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,18,49500,266,9,118.0,2.940955284552847
WDBC,50,2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:22.000+05:45,1704,50.72685,-1.864614,,597,52162,,,,,,,,,,16,98.9375,3.1657190635451506
TDTR,17,2026-07-20T14:26:48.723+05:45,2026-07-20T20:11:39.000+05:45,523,51.565424,-1.778819,73,599,51999,,,,,,,,,,5,126.0,3.189354473386184
TDTR,14,2026-07-20T14:29:17.576+05:45,2026-07-20T20:13:51.000+05:45,2706,51.562748,-1.769638,103,600,52131,,,,,,,,,,8,118.5,3.189354473386184
WDBC,m1,2026-07-20T14:34:14.663+05:45,2026-07-20T20:18:49.000+05:45,1725,50.724637,-1.93905,175,615,52429,,,,,,,,,,13,138.6153846153846,3.1657190635451506
BLUS,20,2026-07-20T14:34:31.127+05:45,2026-07-20T20:19:19.000+05:45,2745,50.908543,-1.408357,337,619,52459,BODS_PH1121126_507_20260718_108.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ226,2026-07-21T20:25:00.000+05:45,Saturday,35,52800,341,9,136.88888888888889,2.940955284552847
BLUS,12,2026-07-20T14:20:26.643+05:45,2026-07-20T18:43:45.000+05:45,1604,50.901033,-1.404704,,621,46725,BODS_PH1121126_197_20260830_115.xml,PH1121126:197,BLUS:PH1121126:197:12,VJ220,2026-07-21T18:43:00.000+05:45,Sunday,33,46680,45,16,126.3125,2.940955284552847
TDTR,159,2026-07-20T14:19:36.738+05:45,2026-07-20T20:04:16.000+05:45,1274,51.527635,-1.790635,50,627,51556,,,,,,,,,,7,118.57142857142857,3.189354473386184
TDTR,17,2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:33.000+05:45,523,51.569011,-1.776078,310,638,52173,,,,,,,,,,5,126.0,3.189354473386184
TDTR,1A,2026-07-20T14:35:20.469+05:45,2026-07-20T20:20:00.000+05:45,2738,51.537887,-1.731789,348,640,52500,,,,,,,,,,9,106.55555555555556,3.189354473386184
WDBC,50,2026-07-20T13:50:18.082+05:45,2026-07-20T19:35:08.000+05:45,1712,50.68019,-1.949961,14,642,49808,,,,,,,,,,16,98.9375,3.1657190635451506
WDBC,1A,2026-07-20T14:18:47.051+05:45,2026-07-20T20:03:16.000+05:45,2272,50.744296,-1.739887,323,646,51496,,,,,,,,,,13,123.84615384615384,3.1657190635451506
TDTR,1A,2026-07-20T14:33:41.663+05:45,2026-07-20T14:12:17.000+05:45,2777,51.562765,-1.784263,,664,30437,,,,,,,,,,9,106.55555555555556,3.189354473386184
SVCT,5,2026-07-20T14:15:11.585+05:45,2026-07-20T19:59:43.000+05:45,1303,50.698144,-1.29433,,669,51283,,,,,,,,,,17,119.41176470588235,3.074930362116992
WDBC,50,2026-07-20T14:23:29.130+05:45,2026-07-20T20:08:25.000+05:45,1707,50.622061,-1.961556,293,674,51805,,,,,,,,,,16,98.9375,3.1657190635451506
WDBC,9,2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:27.000+05:45,2265,50.7139,-1.98595,133,675,51327,,,,,,,,,,7,87.28571428571429,3.1657190635451506
DAMY,CR7,2026-07-20T14:24:02.310+05:45,2026-07-20T20:08:55.000+05:45,2709,50.945106,-2.194626,203,677,51835,,,,,,,,,,13,110.84615384615384,3.508187134502923
BLUS,17,2026-07-20T14:07:09.895+05:45,2026-07-20T19:51:49.000+05:45,1606,50.904526,-1.402665,182,678,50809,BODS_PH1121126_302_20260601_125.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ1,2026-07-21T19:52:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,53,50820,11,14,124.21428571428571,2.940955284552847
TDTR,11,2026-07-20T13:48:05.283+05:45,2026-07-20T19:32:46.000+05:45,2733,51.602417,-1.807075,141,684,49666,,,,,,,,,,9,163.0,3.189354473386184
SWWD,X5,2026-07-20T14:32:19.323+05:45,2026-07-20T20:17:02.000+05:45,1642,51.331531,-1.774855,54,688,52322,,,,,,,,,,11,153.9090909090909,3.5063780260707635
WDBC,60,2026-07-20T14:38:22.344+05:45,2026-07-20T20:23:06.000+05:45,1831,50.684487,-1.948638,,689,52686,,,,,,,,,,7,106.0,3.1657190635451506
BLUS,11,2026-07-20T14:07:43.066+05:45,2026-07-20T13:48:01.000+05:45,1646,50.903205,-1.405836,172,703,28981,BODS_PH1121126_197_20260718_113.xml,PH1121126:197,BLUS:PH1121126:197:11,VJ258,2026-07-21T13:54:00.000+05:45,Saturday,32,29340,359,8,126.5,2.940955284552847
WDBC,13A,2026-07-20T14:35:53.342+05:45,2026-07-20T00:56:00.000+05:45,1677,50.718488,-1.874842,,704,69060,,,,,,,,,,18,115.44444444444444,3.1657190635451506
BLUS,20,2026-07-20T14:26:48.723+05:45,2026-07-20T20:11:39.000+05:45,222,50.90444,-1.403087,,705,51999,BODS_PH1121126_507_20260601_103.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ117,2026-07-21T20:05:00.000+05:45,Saturday,16,51600,399,9,136.88888888888889,2.940955284552847
BLUS,19a,2026-07-20T14:05:29.987+05:45,2026-07-20T19:50:19.000+05:45,6935,50.90312,-1.403525,94,714,50719,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19a,VJ158,2026-07-21T19:50:00.000+05:45,Saturday,49,50700,19,14,126.35714285714286,2.940955284552847
WDBC,15,2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:21.000+05:45,1147,50.745511,-1.905282,286,719,50601,,,,,,,,,,10,136.5,3.1657190635451506
WDBC,14,2026-07-20T14:15:11.585+05:45,2026-07-20T19:59:53.000+05:45,1119,50.736329,-1.971412,17,720,51293,,,,,,,,,,9,119.33333333333333,3.1657190635451506
SVCT,8,2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:22.000+05:45,1346,50.711531,-1.245651,171,729,50242,,,,,,,,,,9,86.11111111111111,3.074930362116992
WDBC,X3,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:48.000+05:45,1791,50.993136,-1.758202,,733,52308,,,,,,,,,,18,120.11111111111111,3.1657190635451506
SWWD,R1,2026-07-20T14:34:31.127+05:45,2026-07-20T20:19:13.000+05:45,1338,51.074879,-1.807482,139,735,52453,,,,,,,,,,11,114.54545454545455,3.5063780260707635
SQ,TM1,2026-07-20T13:54:43.105+05:45,2026-07-20T19:39:24.000+05:45,9101,50.71789,-1.977842,,738,50064,,,,,,,,,,13,116.3076923076923,
SVCT,8,2026-07-20T14:01:21.739+05:45,2026-07-20T17:59:47.000+05:45,1344,50.698131,-1.293921,227,742,44087,,,,,,,,,,9,86.11111111111111,3.074930362116992
WDBC,33,2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:36.000+05:45,2283,50.718447,-1.87466,,745,51336,,,,,,,,,,7,126.42857142857143,3.1657190635451506
WDBC,5,2026-07-20T13:57:12.297+05:45,2026-07-20T19:41:42.000+05:45,1694,50.751995,-1.890612,90,762,50202,,,,,,,,,,9,145.22222222222223,3.1657190635451506
TDTR,11,2026-07-20T14:03:17.787+05:45,2026-07-20T19:48:14.000+05:45,2733,51.581101,-1.782298,201,764,50594,,,,,,,,,,9,163.0,3.189354473386184
TDTR,17,2026-07-20T13:48:38.078+05:45,2026-07-20T19:33:32.000+05:45,516,51.559165,-1.780613,29,766,49712,,,,,,,,,,5,126.0,3.189354473386184
BLUS,9,2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:12.000+05:45,1808,50.908247,-1.408187,336,779,50532,BODS_PH1121126_198_20260830_116.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ95,2026-07-21T19:40:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,62,50100,432,6,118.5,2.940955284552847
WDBC,86,2026-07-20T13:51:24.315+05:45,2026-07-20T19:36:15.000+05:45,1643,50.914016,-1.487437,333,787,49875,,,,,,,,,,10,92.5,3.1657190635451506
BLUS,3,2026-07-20T14:35:53.342+05:45,2026-07-20T20:20:15.000+05:45,1528,50.914536,-1.315387,357,790,52515,BODS_PH1121126_202_20260601_129.xml,PH1121126:202,BLUS:PH1121126:202:3,VJ28,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,70,51900,615,10,127.2,2.940955284552847
WDBC,50,2026-07-20T14:24:02.310+05:45,2026-07-20T19:59:54.000+05:45,1705,50.609827,-1.959983,,795,51294,,,,,,,,,,16,98.9375,3.1657190635451506
WDBC,X3,2026-07-20T14:28:27.930+05:45,2026-07-20T20:12:58.000+05:45,1788,51.07022,-1.805075,,812,52078,,,,,,,,,,18,120.11111111111111,3.1657190635451506
SVCT,3,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:18.000+05:45,1743,50.656479,-1.150238,349,815,50718,,,,,,,,,,8,128.875,3.074930362116992
SVCT,3,2026-07-20T14:27:05.255+05:45,2026-07-20T20:11:51.000+05:45,1747,50.596794,-1.199522,67,819,52011,,,,,,,,,,8,128.875,3.074930362116992
WDBC,U3,2026-07-20T14:33:25.124+05:45,2026-07-20T20:18:01.000+05:45,1690,50.73176,-1.852549,54,822,52381,,,,,,,,,,12,144.83333333333334,3.1657190635451506
SWWD,978,2026-07-20T14:15:28.101+05:45,2026-07-20T20:00:13.000+05:45,1579,51.106855,-1.754707,17,827,51313,,,,,,,,,,8,153.125,3.5063780260707635
BLUS,18,2026-07-20T14:18:14.016+05:45,2026-07-20T20:03:07.000+05:45,1245,50.927651,-1.454011,299,850,51487,BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ509,2026-07-21T20:00:00.000+05:45,Sunday,34,51300,187,10,138.6,2.940955284552847
BLUS,17,2026-07-20T14:23:45.622+05:45,2026-07-20T20:08:20.000+05:45,1563,50.908803,-1.406026,,863,51800,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,100,14,124.21428571428571,2.940955284552847
