operator_ref,route_number,pulled_at,recorded_at,vehicle_ref,latitude,longitude,bearing,avl_id,avl_time_of_day,source_file,service_ref,line_ref,journey_code,departure_time,days_of_week,stop_count,sched_time_of_day,time_diff,disruption_count,avg_disruption_duration,avg_fare_gbp
SVCT,2,2026-07-20T13:49:11.301+05:45,2026-07-20T19:34:05.000+05:45,1613,50.716331,-1.151596,112,104,49745,,,,,,,,,,14,157.0,3.074930362116992
TDTR,14,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:53.000+05:45,2702,51.557256,-1.738024,223,128,50753,,,,,,,,,,8,118.5,3.189354473386184
SVCT,9,2026-07-20T13:58:01.936+05:45,2026-07-20T19:42:44.000+05:45,1322,50.727835,-1.166139,355,130,50264,,,,,,,,,,4,125.75,3.074930362116992
SVCT,TNB,2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:47.000+05:45,1401,50.667844,-1.565811,,149,52247,,,,,,,,,,15,149.13333333333333,3.074930362116992
TDTR,11,2026-07-20T14:22:55.935+05:45,2026-07-20T20:07:24.000+05:45,2705,51.593074,-1.808835,179,158,51744,,,,,,,,,,9,163.0,3.189354473386184
WDBC,m2,2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:19.000+05:45,1767,50.730688,-1.825597,,160,51919,,,,,,,,,,15,108.66666666666667,3.1657190635451506
SVCT,212,2026-07-20T13:58:18.490+05:45,2026-07-20T13:08:57.000+05:45,7837,50.657524,-1.166246,,170,26637,,,,,,,,,,10,143.3,3.074930362116992
TDTR,158,2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:26.000+05:45,1572,51.53836,-1.773432,65,172,52166,,,,,,,,,,17,136.52941176470588,3.189354473386184
SVCT,213,2026-07-20T13:54:26.649+05:45,2026-07-20T19:39:01.000+05:45,7104,50.657592,-1.166048,,196,50041,,,,,,,,,,11,98.36363636363636,3.074930362116992
BLUS,9,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:39.000+05:45,2761,50.823002,-1.375235,7,197,51279,BODS_PH1121126_198_20260412_111.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ4,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,51900,621,6,118.5,2.940955284552847
WDBC,ONE,2026-07-20T14:17:07.690+05:45,2026-07-20T19:55:36.000+05:45,3828,50.717989,-1.977722,,203,51036,,,,,,,,,,9,106.0,3.1657190635451506
WDBC,21,2026-07-20T14:14:38.419+05:45,2026-07-20T19:59:24.000+05:45,1688,50.718916,-1.875555,,209,51264,,,,,,,,,,8,122.75,3.1657190635451506
WDBC,RG2,2026-07-20T14:07:26.381+05:45,2026-07-20T19:23:09.000+05:45,3818,50.846149,-1.796919,,219,49089,,,,,,,,,,18,100.38888888888889,3.1657190635451506
TDTR,5,2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:35.000+05:45,2734,51.593439,-1.810081,82,222,51695,,,,,,,,,,13,153.76923076923077,3.189354473386184
SWWD,8,2026-07-20T14:37:16.190+05:45,2026-07-20T20:07:49.000+05:45,1681,51.06978,-1.794165,,225,51769,,,,,,,,,,13,134.6153846153846,3.5063780260707635
DAMY,20,2026-07-20T14:30:07.401+05:45,2026-07-20T16:31:58.000+05:45,2732,50.855958,-2.163726,,231,38818,,,,,,,,,,12,120.41666666666667,3.508187134502923
SWWD,PR11,2026-07-20T14:38:38.675+05:45,2026-07-20T20:23:35.000+05:45,2722,51.083092,-1.801004,240,235,52715,,,,,,,,,,16,124.375,3.5063780260707635
SVCT,1,2026-07-20T14:04:40.663+05:45,2026-07-20T19:49:02.000+05:45,1520,50.756756,-1.308274,241,247,50642,,,,,,,,,,13,104.84615384615384,3.074930362116992
WDBC,12,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:06.000+05:45,1689,50.718793,-1.87547,,270,51066,,,,,,,,,,6,84.0,3.1657190635451506
WDBC,10,2026-07-20T13:48:21.594+05:45,2026-07-20T19:27:21.000+05:45,2277,50.717918,-1.977545,,282,49341,,,,,,,,,,14,138.21428571428572,3.1657190635451506
TDTR,153,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:31.000+05:45,217,51.529576,-1.79242,,283,50731,,,,,,,,,,9,130.0,3.189354473386184
WDBC,m2,2026-07-20T14:18:47.051+05:45,2026-07-20T20:03:27.000+05:45,1777,50.723167,-1.906887,249,285,51507,,,,,,,,,,15,108.66666666666667,3.1657190635451506
BLUS,4,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:35.000+05:45,282,50.936345,-1.453074,149,293,51275,BODS_PH1121126_201_20260830_120.xml,PH1121126:201,BLUS:PH1121126:201:4,VJ119,2026-07-21T20:15:00.000+05:45,Saturday,48,52200,925,11,140.45454545454547,2.940955284552847
BLUS,11,2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:23.000+05:45,285,50.906969,-1.407278,,304,51503,BODS_PH1121126_197_20260412_110.xml,PH1121126:197,BLUS:PH1121126:197:11,VJ138,2026-07-21T19:55:00.000+05:45,Saturday,20,51000,503,8,126.5,2.940955284552847
BLUS,16,2026-07-20T14:31:13.123+05:45,2026-07-20T20:16:09.000+05:45,261,50.917789,-1.358942,201,307,52269,BODS_PH1121126_196_20260830_125.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ70,2026-07-21T20:10:00.000+05:45,Sunday,49,51900,369,9,118.0,2.940955284552847
SWWD,R1,2026-07-20T13:49:11.301+05:45,2026-07-20T19:34:02.000+05:45,1331,51.07793,-1.812507,321,312,49742,,,,,,,,,,11,114.54545454545455,3.5063780260707635
WDBC,18,2026-07-20T14:04:07.496+05:45,2026-07-20T19:49:02.000+05:45,2274,50.753435,-1.965178,292,323,50642,,,,,,,,,,13,142.6153846153846,3.1657190635451506
BLUS,9,2026-07-20T14:12:08.896+05:45,2026-07-20T19:57:04.000+05:45,1808,50.917805,-1.458286,298,335,51124,BODS_PH1121126_198_20260412_111.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ4,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,51900,776,6,118.5,2.940955284552847
WDBC,82,2026-07-20T14:24:35.626+05:45,2026-07-20T20:09:08.000+05:45,1817,50.740841,-1.733275,301,338,51848,,,,,,,,,,10,115.6,3.1657190635451506
WDBC,13,2026-07-20T14:23:29.130+05:45,2026-07-20T20:07:59.000+05:45,1792,50.806498,-2.003435,,352,51779,,,,,,,,,,9,148.33333333333334,3.1657190635451506
TDTR,5,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:32.000+05:45,2737,51.562695,-1.778237,255,368,51092,,,,,,,,,,13,153.76923076923077,3.189354473386184
WDBC,22,2026-07-20T14:01:38.270+05:45,2026-07-20T19:46:10.000+05:45,2284,50.727871,-1.838114,,369,50470,,,,,,,,,,11,136.9090909090909,3.1657190635451506
SVCT,8,2026-07-20T13:53:03.793+05:45,2026-07-20T19:37:50.000+05:45,1346,50.700982,-1.276639,124,373,49970,,,,,,,,,,9,86.11111111111111,3.074930362116992
WDBC,m1,2026-07-20T14:22:39.327+05:45,2026-07-20T20:07:19.000+05:45,1734,50.720489,-1.891163,107,374,51739,,,,,,,,,,13,138.6153846153846,3.1657190635451506
SWWD,X7,2026-07-20T14:00:48.742+05:45,2026-07-20T19:45:29.000+05:45,1637,51.038634,-1.724141,132,378,50429,,,,,,,,,,10,108.7,3.5063780260707635
BLUS,15,2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:17.000+05:45,258,50.874557,-1.348916,90,387,50417,BODS_PH1121126_505_20260601_113.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ73,2026-07-21T19:50:00.000+05:45,Sunday,34,50700,283,11,130.8181818181818,2.940955284552847
WDBC,5,2026-07-20T14:35:53.342+05:45,2026-07-20T20:20:43.000+05:45,2273,50.789195,-1.704119,347,389,52543,,,,,,,,,,9,145.22222222222223,3.1657190635451506
WDBC,125,2026-07-20T13:53:20.555+05:45,2026-07-20T19:25:03.000+05:45,2710,50.847015,-1.791925,,397,49203,,,,,,,,,,16,125.75,3.1657190635451506
WDBC,16,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:04.000+05:45,1151,50.727426,-1.92113,208,413,51064,,,,,,,,,,13,130.46153846153845,3.1657190635451506
BLUS,9,2026-07-20T14:07:26.381+05:45,2026-07-20T19:51:52.000+05:45,1808,50.910364,-1.420764,282,421,50812,BODS_PH1121126_198_20260830_116.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ95,2026-07-21T19:40:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,62,50100,712,6,118.5,2.940955284552847
WDBC,18,2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:30.000+05:45,2266,50.752756,-1.961339,234,425,51930,,,,,,,,,,13,142.6153846153846,3.1657190635451506
UNIL,U6C,2026-07-20T13:53:20.555+05:45,2026-07-20T19:38:04.000+05:45,1252,50.938629,-1.38919,83,427,49984,,,,,,,,,,16,129.75,1.630769230769231
WDBC,NFR,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:30.000+05:45,1823,50.815929,-1.591878,79,445,50850,,,,,,,,,,17,113.29411764705883,3.1657190635451506
WDBC,m2,2026-07-20T13:58:01.936+05:45,2026-07-20T19:42:30.000+05:45,1766,50.728488,-1.933342,95,447,50250,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,X3,2026-07-20T14:16:01.086+05:45,2026-07-20T20:00:39.000+05:45,1786,50.745648,-1.822787,305,455,51339,,,,,,,,,,18,120.11111111111111,3.1657190635451506
TDTR,159,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:17.000+05:45,1274,51.538345,-1.777073,90,462,52337,,,,,,,,,,7,118.57142857142857,3.189354473386184
DAMY,5,2026-07-20T13:54:10.005+05:45,2026-07-20T19:38:38.000+05:45,2765,50.647571,-2.38248,61,464,50018,,,,,,,,,,11,139.27272727272728,3.508187134502923
WDBC,5,2026-07-20T14:06:03.275+05:45,2026-07-20T18:42:58.000+05:45,1631,50.718806,-1.875376,,467,46678,,,,,,,,,,9,145.22222222222223,3.1657190635451506
SVCT,208,2026-07-20T14:09:39.353+05:45,2026-07-20T13:49:52.000+05:45,7846,50.687165,-1.30552,,486,29092,,,,,,,,,,7,162.57142857142858,3.074930362116992
BLUS,18,2026-07-20T14:39:11.719+05:45,2026-07-20T20:23:58.000+05:45,1246,50.907677,-1.333645,325,487,52738,BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ129,2026-07-21T20:27:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,54,52920,182,10,138.6,2.940955284552847
BLUS,15,2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:21.000+05:45,258,50.875189,-1.343257,32,489,50541,BODS_PH1121126_505_20260601_113.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ73,2026-07-21T19:50:00.000+05:45,Sunday,34,50700,159,11,130.8181818181818,2.940955284552847
TDTR,5,2026-07-20T13:51:40.890+05:45,2026-07-20T19:36:21.000+05:45,2782,51.562758,-1.783094,,497,49881,,,,,,,,,,13,153.76923076923077,3.189354473386184
SVCT,213,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:37.000+05:45,7104,50.657566,-1.166255,,508,50737,,,,,,,,,,11,98.36363636363636,3.074930362116992
WDBC,5,2026-07-20T14:10:12.575+05:45,2026-07-20T19:54:38.000+05:45,1694,50.740101,-1.879447,,515,50978,,,,,,,,,,9,145.22222222222223,3.1657190635451506
SWWD,PR15,2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:35.000+05:45,902,51.06234,-1.771788,135,520,50855,,,,,,,,,,14,129.71428571428572,3.5063780260707635
WDBC,m2,2026-07-20T14:07:43.066+05:45,2026-07-20T17:27:41.000+05:45,1775,50.719431,-1.88205,,528,42161,,,,,,,,,,15,108.66666666666667,3.1657190635451506
BLUS,2,2026-07-20T14:17:57.544+05:45,2026-07-20T20:02:47.000+05:45,1565,50.911318,-1.404435,208,544,51467,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,613,7,93.0,2.940955284552847
SWWD,907,2026-07-20T14:34:14.663+05:45,2026-07-20T20:19:10.000+05:45,1599,50.969269,-1.63578,,559,52450,,,,,,,,,,14,140.78571428571428,3.5063780260707635
WDBC,RG2,2026-07-20T13:52:13.955+05:45,2026-07-20T19:23:09.000+05:45,3818,50.846149,-1.796919,,560,49089,,,,,,,,,,18,100.38888888888889,3.1657190635451506
SVCT,9,2026-07-20T14:08:16.251+05:45,2026-07-20T19:52:54.000+05:45,1322,50.732618,-1.159835,,565,50874,,,,,,,,,,4,125.75,3.074930362116992
WDBC,33,2026-07-20T14:29:34.233+05:45,2026-07-20T20:14:25.000+05:45,1695,50.735082,-1.845083,325,606,52165,,,,,,,,,,7,126.42857142857143,3.1657190635451506
BLUS,12,2026-07-20T14:04:40.663+05:45,2026-07-20T19:49:06.000+05:45,1806,50.906099,-1.406585,350,613,50646,BODS_PH1121126_197_20260412_110.xml,PH1121126:197,BLUS:PH1121126:197:12,VJ195,2026-07-21T19:50:00.000+05:45,Saturday,33,50700,54,16,126.3125,2.940955284552847
WDBC,36,2026-07-20T14:27:38.341+05:45,2026-07-20T20:12:18.000+05:45,108,50.769238,-1.903535,,614,52038,,,,,,,,,,10,134.4,3.1657190635451506
SVCT,8,2026-07-20T14:29:17.576+05:45,2026-07-20T20:14:08.000+05:45,1314,50.64671,-1.186266,262,623,52148,,,,,,,,,,9,86.11111111111111,3.074930362116992
SWWD,R5,2026-07-20T14:34:47.568+05:45,2026-07-20T20:19:32.000+05:45,2726,51.065913,-1.793474,274,625,52472,,,,,,,,,,12,139.25,3.5063780260707635
WDBC,31,2026-07-20T14:19:53.443+05:45,2026-07-20T00:39:13.000+05:45,1146,50.681518,-2.22157,,639,68053,,,,,,,,,,12,133.25,3.1657190635451506
WDBC,18,2026-07-20T14:15:11.585+05:45,2026-07-20T19:54:23.000+05:45,2264,50.721102,-1.880545,,643,50963,,,,,,,,,,13,142.6153846153846,3.1657190635451506
SVCT,9,2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:31.000+05:45,1310,50.727824,-1.204816,283,647,50911,,,,,,,,,,4,125.75,3.074930362116992
WDBC,32,2026-07-20T13:48:38.078+05:45,2026-07-20T19:33:22.000+05:45,1194,50.767522,-1.913261,227,649,49702,,,,,,,,,,14,110.28571428571429,3.1657190635451506
BLUS,20,2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:00.000+05:45,222,50.902798,-1.404787,,651,51900,BODS_PH1121126_507_20260601_103.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ117,2026-07-21T20:05:00.000+05:45,Saturday,16,51600,300,9,136.88888888888889,2.940955284552847
WDBC,26,2026-07-20T14:20:59.984+05:45,2026-07-20T20:05:53.000+05:45,2257,50.747634,-1.950938,165,657,51653,,,,,,,,,,15,113.53333333333333,3.1657190635451506
WDBC,1A,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:28.000+05:45,234,50.735438,-1.78062,,661,51028,,,,,,,,,,13,123.84615384615384,3.1657190635451506
SVCT,2,2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:33.000+05:45,1746,50.657967,-1.255441,27,680,49773,,,,,,,,,,14,157.0,3.074930362116992
SVCT,2,2026-07-20T14:11:19.294+05:45,2026-07-20T19:55:43.000+05:45,1595,50.720806,-1.154366,304,681,51043,,,,,,,,,,14,157.0,3.074930362116992
BLUS,503,2026-07-20T14:21:16.548+05:45,2026-07-20T20:05:51.000+05:45,1054,50.974785,-1.403143,124,682,51651,BODS_PH1121126_433_20260328_106.xml,PH1121126:433,BLUS:PH1121126:433:503,VJ2,2026-07-21T15:05:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,24,33600,18051,15,131.33333333333334,2.940955284552847
WDBC,60,2026-07-20T14:01:54.707+05:45,2026-07-20T19:46:41.000+05:45,1822,50.695918,-1.931689,177,685,50501,,,,,,,,,,7,106.0,3.1657190635451506
WDBC,16,2026-07-20T14:01:54.707+05:45,2026-07-20T19:46:41.000+05:45,1842,50.720528,-1.891435,288,697,50501,,,,,,,,,,13,130.46153846153845,3.1657190635451506
WDBC,m1,2026-07-20T14:36:09.915+05:45,2026-07-20T20:20:56.000+05:45,1718,50.729944,-1.870854,134,700,52556,,,,,,,,,,13,138.6153846153846,3.1657190635451506
UNIL,U1C,2026-07-20T14:06:19.989+05:45,2026-07-20T19:51:13.000+05:45,1220,50.911301,-1.40444,212,715,50773,,,,,,,,,,20,114.0,1.630769230769231
WDBC,50,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:44.000+05:45,1712,50.687732,-1.941389,81,730,50564,,,,,,,,,,16,98.9375,3.1657190635451506
BLUS,10,2026-07-20T14:01:38.270+05:45,2026-07-20T12:40:36.000+05:45,2752,50.903856,-1.402659,,754,24936,BODS_PH1121126_502_20260328_107.xml,PH1121126:502,BLUS:PH1121126:502:10,VJ28,2026-07-21T12:37:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,36,24720,216,15,124.53333333333333,2.940955284552847
TDTR,1A,2026-07-20T14:06:19.989+05:45,2026-07-20T19:51:15.000+05:45,2738,51.557161,-1.759316,149,759,50775,,,,,,,,,,9,106.55555555555556,3.189354473386184
SVCT,SL,2026-07-20T14:07:26.381+05:45,2026-07-20T19:40:07.000+05:45,1516,50.698234,-1.294618,,760,50107,,,,,,,,,,13,124.0,3.074930362116992
BLUS,1,2026-07-20T14:06:53.175+05:45,2026-07-20T19:51:26.000+05:45,1798,50.902825,-1.40477,269,769,50786,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ118,2026-07-21T19:55:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,43,51000,214,11,159.9090909090909,2.940955284552847
BLUS,9,2026-07-20T14:29:34.233+05:45,2026-07-20T20:14:14.000+05:45,287,50.90186,-1.405256,,771,52154,BODS_PH1121126_198_20260412_111.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ167,2026-07-21T20:15:00.000+05:45,Saturday,60,52200,46,6,118.5,2.940955284552847
TDTR,1A,2026-07-20T13:46:26.014+05:45,2026-07-20T14:12:17.000+05:45,2777,51.562765,-1.784263,,796,30437,,,,,,,,,,9,106.55555555555556,3.189354473386184
WDBC,81,2026-07-20T14:17:24.217+05:45,2026-07-20T19:10:01.000+05:45,1540,50.760682,-1.537336,,813,48301,,,,,,,,,,9,116.66666666666667,3.1657190635451506
SVCT,3,2026-07-20T14:35:36.893+05:45,2026-07-20T20:20:03.000+05:45,1619,50.698175,-1.294383,,820,52503,,,,,,,,,,8,128.875,3.074930362116992
SVCT,7,2026-07-20T13:53:53.476+05:45,2026-07-20T17:47:45.000+05:45,1515,50.698063,-1.294334,,823,43365,,,,,,,,,,14,157.28571428571428,3.074930362116992
BLUS,5,2026-07-20T13:52:30.529+05:45,2026-07-20T17:16:08.000+05:45,269,50.970083,-1.351795,,833,41468,BODS_PH1121126_200_20260718_118.xml,PH1121126:200,BLUS:PH1121126:200:5,VJ93,2026-07-21T17:14:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,41340,128,11,145.8181818181818,2.940955284552847
WDBC,70,2026-07-20T14:09:22.773+05:45,2026-07-20T19:54:13.000+05:45,1407,50.735588,-1.781338,281,834,50953,,,,,,,,,,6,173.33333333333334,3.1657190635451506
SWWD,R10,2026-07-20T13:50:34.519+05:45,2026-07-20T19:35:10.000+05:45,2723,51.081122,-1.817398,317,838,49810,,,,,,,,,,10,123.7,3.5063780260707635
WDBC,A,2026-07-20T14:17:07.690+05:45,2026-07-20T20:01:57.000+05:45,1589,50.747032,-1.722589,,856,51417,,,,,,,,,,8,110.5,3.1657190635451506
UNIL,U6C,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:40.000+05:45,1226,50.937221,-1.396261,175,860,51040,,,,,,,,,,16,129.75,1.630769230769231
WDBC,5,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:26.000+05:45,1737,50.768968,-1.901329,,865,51266,,,,,,,,,,9,145.22222222222223,3.1657190635451506
BLUS,2,2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:59.000+05:45,1756,50.974396,-1.333027,25,884,51719,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,361,7,93.0,2.940955284552847
WDBC,11,2026-07-20T14:27:38.341+05:45,2026-07-20T20:12:08.000+05:45,247,50.769246,-1.904443,98,885,52028,,,,,,,,,,8,146.625,3.1657190635451506
BLUS,19,2026-07-20T14:24:52.252+05:45,2026-07-20T20:09:29.000+05:45,6938,50.90893,-1.407562,90,911,51869,BODS_PH1121126_506_20260718_116.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ193,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,51,51900,31,18,149.22222222222223,2.940955284552847
BLUS,19,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:33.000+05:45,6923,50.92152,-1.437036,70,912,52353,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ50,2026-07-21T20:20:00.000+05:45,Saturday,51,52500,147,18,149.22222222222223,2.940955284552847
WDBC,35,2026-07-20T14:14:38.419+05:45,2026-07-20T19:59:23.000+05:45,1627,50.610059,-1.981328,74,914,51263,,,,,,,,,,11,92.45454545454545,3.1657190635451506
TDTR,1,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:41.000+05:45,1668,51.560915,-1.78054,355,915,50741,,,,,,,,,,12,131.66666666666666,3.189354473386184
BLUS,5,2026-07-20T14:35:53.342+05:45,2026-07-20T17:16:08.000+05:45,269,50.970083,-1.351795,,922,41468,BODS_PH1121126_200_20260718_118.xml,PH1121126:200,BLUS:PH1121126:200:5,VJ93,2026-07-21T17:14:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,41340,128,11,145.8181818181818,2.940955284552847
SVCT,5,2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:30.000+05:45,1343,50.758403,-1.288259,,932,52230,,,,,,,,,,17,119.41176470588235,3.074930362116992
TDTR,17,2026-07-20T14:27:54.899+05:45,2026-07-20T20:12:46.000+05:45,520,51.565167,-1.780215,74,933,52066,,,,,,,,,,5,126.0,3.189354473386184
BLUS,18,2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:15.000+05:45,1240,50.909498,-1.417591,299,938,51675,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ128,2026-07-21T20:07:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,55,51720,45,10,138.6,2.940955284552847
WDBC,70,2026-07-20T14:19:53.443+05:45,2026-07-20T20:04:34.000+05:45,1912,50.713193,-1.904258,264,941,51574,,,,,,,,,,6,173.33333333333334,3.1657190635451506
WDBC,m2,2026-07-20T14:35:36.893+05:45,2026-07-20T20:20:31.000+05:45,1693,50.721325,-1.867628,,943,52531,,,,,,,,,,15,108.66666666666667,3.1657190635451506
BLUS,12,2026-07-20T14:28:44.394+05:45,2026-07-20T18:45:40.000+05:45,288,50.931634,-1.5141,58,944,46840,BODS_PH1121126_197_20260412_110.xml,PH1121126:197,BLUS:PH1121126:197:12,VJ34,2026-07-21T18:45:00.000+05:45,Saturday,22,46800,40,16,126.3125,2.940955284552847
BLUS,19a,2026-07-20T13:54:10.005+05:45,2026-07-20T19:38:45.000+05:45,6939,50.903309,-1.402785,,949,50025,BODS_PH1121126_506_20260718_116.xml,PH1121126:506,BLUS:PH1121126:506:19a,VJ363,2026-07-21T19:40:00.000+05:45,Sunday,50,50100,75,14,126.35714285714286,2.940955284552847
BLUS,17,2026-07-20T13:53:20.555+05:45,2026-07-20T19:38:03.000+05:45,1567,50.941818,-1.450312,240,957,49983,BODS_PH1121126_302_20260601_125.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ216,2026-07-21T19:32:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,53,49620,363,14,124.21428571428571,2.940955284552847
WDBC,11,2026-07-20T14:36:26.568+05:45,2026-07-20T20:21:10.000+05:45,247,50.757037,-1.886567,174,959,52570,,,,,,,,,,8,146.625,3.1657190635451506
SWWD,901,2026-07-20T14:26:48.723+05:45,2026-07-20T20:11:32.000+05:45,7926,51.414777,-1.515606,337,960,51992,,,,,,,,,,22,118.81818181818181,3.5063780260707635
TDTR,15,2026-07-20T14:10:29.194+05:45,2026-07-20T19:55:26.000+05:45,2701,51.594086,-1.817503,186,978,51026,,,,,,,,,,17,116.76470588235294,3.189354473386184
SVCT,2,2026-07-20T14:33:25.124+05:45,2026-07-20T20:17:55.000+05:45,1621,50.676089,-1.142936,212,981,52375,,,,,,,,,,14,157.0,3.074930362116992
