operator_ref,route_number,pulled_at,recorded_at,vehicle_ref,latitude,longitude,bearing,avl_id,avl_time_of_day,source_file,service_ref,line_ref,journey_code,departure_time,days_of_week,stop_count,sched_time_of_day,time_diff,disruption_count,avg_disruption_duration,avg_fare_gbp
BLUS,1,2026-07-20T14:12:25.550+05:45,2026-07-20T19:56:55.000+05:45,1813,50.903245,-1.405725,173,181,51115,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ118,2026-07-21T19:55:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,43,51000,115,11,159.9090909090909,2.940955284552847
BLUS,538,2026-07-20T13:58:18.490+05:45,2026-07-20T12:46:47.000+05:45,1644,50.861019,-1.430722,,187,25307,BODS_PH1121126_243_20260718_111.xml,PH1121126:243,BLUS:PH1121126:243:538,VJ5,2026-07-21T15:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,33900,8593,15,128.6,2.940955284552847
SVCT,7,2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:17.000+05:45,1652,50.703286,-1.370206,254,192,50597,,,,,,,,,,14,157.28571428571428,3.074930362116992
WDBC,13,2026-07-20T13:52:30.529+05:45,2026-07-20T13:30:37.000+05:45,1629,50.718304,-1.874276,,199,27937,,,,,,,,,,9,148.33333333333334,3.1657190635451506
UNIL,U1A,2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:25.000+05:45,1219,50.936622,-1.379431,90,202,50605,,,,,,,,,,12,150.58333333333334,1.630769230769231
TDTR,2,2026-07-20T13:48:21.594+05:45,2026-07-20T19:30:59.000+05:45,1276,51.562438,-1.781522,272,211,49559,,,,,,,,,,17,85.58823529411765,3.189354473386184
SWWD,X5,2026-07-20T14:16:34.526+05:45,2026-07-20T13:17:13.000+05:45,1640,51.073266,-1.796221,,213,27133,,,,,,,,,,11,153.9090909090909,3.5063780260707635
BLUS,4,2026-07-20T13:48:38.078+05:45,2026-07-20T19:33:19.000+05:45,285,50.921188,-1.431967,141,228,49699,BODS_PH1121126_201_20260601_113.xml,PH1121126:201,BLUS:PH1121126:201:4,VJ62,2026-07-21T19:30:00.000+05:45,Sunday,47,49500,199,11,140.45454545454547,2.940955284552847
BLUS,538,2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:20.000+05:45,1805,50.891059,-1.46274,251,238,52160,BODS_PH1121126_243_20260718_111.xml,PH1121126:243,BLUS:PH1121126:243:538,VJ5,2026-07-21T15:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,17,33900,18260,15,128.6,2.940955284552847
WDBC,30,2026-07-20T14:32:35.623+05:45,2026-07-20T17:48:20.000+05:45,1740,50.646629,-2.267441,165,245,43400,,,,,,,,,,14,122.64285714285714,3.1657190635451506
WDBC,112,2026-07-20T14:30:07.401+05:45,2026-07-20T20:14:43.000+05:45,2710,50.753295,-1.551855,12,250,52183,,,,,,,,,,11,128.9090909090909,3.1657190635451506
SWWD,R1,2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:37.000+05:45,1332,51.069605,-1.794703,,255,51277,,,,,,,,,,11,114.54545454545455,3.5063780260707635
BLUS,20,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:18.000+05:45,271,50.924705,-1.393905,34,258,50718,BODS_PH1121126_507_20260718_108.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ325,2026-07-21T19:55:00.000+05:45,Sunday,20,51000,282,9,136.88888888888889,2.940955284552847
WDBC,4,2026-07-20T13:56:05.977+05:45,2026-07-20T19:40:49.000+05:45,2262,50.731427,-1.977081,157,272,50149,,,,,,,,,,12,159.08333333333334,3.1657190635451506
SVCT,3,2026-07-20T14:38:22.344+05:45,2026-07-20T20:23:13.000+05:45,1622,50.710032,-1.145969,179,274,52693,,,,,,,,,,8,128.875,3.074930362116992
WDBC,B,2026-07-20T13:47:48.689+05:45,2026-07-20T13:06:42.000+05:45,1530,50.747156,-1.722612,233,281,26502,,,,,,,,,,11,93.9090909090909,3.1657190635451506
BLUS,1,2026-07-20T14:10:29.194+05:45,2026-07-20T19:55:13.000+05:45,1814,50.97585,-1.387697,16,289,51013,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ118,2026-07-21T19:55:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,43,51000,13,11,159.9090909090909,2.940955284552847
SWWD,PR9,2026-07-20T13:52:47.237+05:45,2026-07-20T17:14:31.000+05:45,1599,51.068723,-1.793319,,299,41371,,,,,,,,,,11,158.36363636363637,3.5063780260707635
WDBC,m2,2026-07-20T13:52:47.237+05:45,2026-07-20T17:27:41.000+05:45,1775,50.719431,-1.88205,,306,42161,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,13,2026-07-20T14:12:42.220+05:45,2026-07-20T19:57:33.000+05:45,1684,50.805579,-1.915883,78,311,51153,,,,,,,,,,9,148.33333333333334,3.1657190635451506
SWWD,PR15,2026-07-20T14:28:27.930+05:45,2026-07-20T20:13:11.000+05:45,902,51.065867,-1.793178,278,320,52091,,,,,,,,,,14,129.71428571428572,3.5063780260707635
TDTR,1A,2026-07-20T13:54:59.654+05:45,2026-07-20T19:39:40.000+05:45,280,51.563533,-1.841767,262,329,50080,,,,,,,,,,9,106.55555555555556,3.189354473386184
SWWD,8,2026-07-20T14:31:13.123+05:45,2026-07-20T20:16:09.000+05:45,1680,51.213881,-1.527394,110,331,52269,,,,,,,,,,13,134.6153846153846,3.5063780260707635
WDBC,11,2026-07-20T14:03:34.279+05:45,2026-07-20T19:48:05.000+05:45,247,50.770626,-1.942669,63,336,50585,,,,,,,,,,8,146.625,3.1657190635451506
WDBC,70,2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:37.000+05:45,1913,50.714395,-2.015094,335,337,50557,,,,,,,,,,6,173.33333333333334,3.1657190635451506
WDBC,70,2026-07-20T13:58:35.059+05:45,2026-07-20T00:15:33.000+05:45,1406,50.718005,-1.977724,,345,66633,,,,,,,,,,6,173.33333333333334,3.1657190635451506
SWWD,D2,2026-07-20T14:14:05.213+05:45,2026-07-20T19:58:54.000+05:45,1506,50.991539,-1.757868,,346,51234,,,,,,,,,,12,127.75,3.5063780260707635
BLUS,20,2026-07-20T14:36:43.121+05:45,2026-07-20T20:21:32.000+05:45,2745,50.909506,-1.404783,,351,52592,BODS_PH1121126_507_20260718_108.xml,PH1121126:507,BLUS:PH1121126:507:20,VJ226,2026-07-21T20:25:00.000+05:45,Saturday,35,52800,208,9,136.88888888888889,2.940955284552847
BLUS,539,2026-07-20T13:51:57.510+05:45,2026-07-20T12:50:55.000+05:45,2754,50.861011,-1.430737,151,361,25555,BODS_PH1121126_243_20260328_108.xml,PH1121126:243,BLUS:PH1121126:243:539,VJ6,2026-07-21T15:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,14,33900,8345,16,152.75,2.940955284552847
WDBC,8,2026-07-20T13:59:25.874+05:45,2026-07-20T19:44:12.000+05:45,2256,50.73864,-2.014842,62,363,50352,,,,,,,,,,11,137.1818181818182,3.1657190635451506
UNIL,U1A,2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:03.000+05:45,1208,50.943615,-1.370871,39,377,50523,,,,,,,,,,12,150.58333333333334,1.630769230769231
TDTR,152,2026-07-20T13:59:25.874+05:45,2026-07-20T13:07:56.000+05:45,1272,51.530068,-1.792261,,385,26576,,,,,,,,,,19,122.26315789473684,3.189354473386184
BLUS,16,2026-07-20T14:05:29.987+05:45,2026-07-20T19:46:46.000+05:45,1568,50.902733,-1.404727,267,388,50506,BODS_PH1121126_196_20260718_123.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ205,2026-07-21T19:48:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,28,50580,74,9,118.0,2.940955284552847
TDTR,1A,2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:34.000+05:45,2783,51.562758,-1.784186,,412,52174,,,,,,,,,,9,106.55555555555556,3.189354473386184
BLUS,15,2026-07-20T14:33:41.663+05:45,2026-07-20T20:18:15.000+05:45,258,50.879908,-1.350808,56,417,52395,BODS_PH1121126_505_20260718_118.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ148,2026-07-21T20:25:00.000+05:45,Sunday,32,52800,405,11,130.8181818181818,2.940955284552847
TDTR,153,2026-07-20T14:37:16.190+05:45,2026-07-20T20:21:59.000+05:45,217,51.579773,-1.798422,,440,52619,,,,,,,,,,9,130.0,3.189354473386184
WDBC,5,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:14.000+05:45,1696,50.724737,-1.863508,29,441,51074,,,,,,,,,,9,145.22222222222223,3.1657190635451506
WDBC,119,2026-07-20T13:51:57.510+05:45,2026-07-20T19:28:18.000+05:45,2716,50.759587,-1.538479,,448,49398,,,,,,,,,,9,126.11111111111111,3.1657190635451506
SVCT,39,2026-07-20T14:28:44.394+05:45,2026-07-20T19:16:28.000+05:45,3807,50.698104,-1.29411,,454,48688,,,,,,,,,,12,121.83333333333333,3.074930362116992
DAMY,CR8,2026-07-20T14:38:05.833+05:45,2026-07-20T20:22:38.000+05:45,1144,50.863165,-2.171017,,469,52658,,,,,,,,,,6,182.83333333333334,3.508187134502923
SVCT,208,2026-07-20T13:55:32.745+05:45,2026-07-20T13:49:52.000+05:45,7846,50.687165,-1.30552,,470,29092,,,,,,,,,,7,162.57142857142858,3.074930362116992
SVCT,7,2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:17.000+05:45,1649,50.705347,-1.501288,,473,49937,,,,,,,,,,14,157.28571428571428,3.074930362116992
TDTR,17,2026-07-20T13:50:34.519+05:45,2026-07-20T19:35:16.000+05:45,518,51.570966,-1.776916,353,477,49816,,,,,,,,,,5,126.0,3.189354473386184
BLUS,19a,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:55.000+05:45,6935,50.906991,-1.401411,350,479,51055,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19a,VJ158,2026-07-21T19:50:00.000+05:45,Saturday,49,50700,355,14,126.35714285714286,2.940955284552847
WDBC,40,2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:15.000+05:45,1110,50.737546,-2.022083,102,491,51075,,,,,,,,,,11,132.72727272727272,3.1657190635451506
WDBC,13,2026-07-20T13:53:20.555+05:45,2026-07-20T19:37:50.000+05:45,1630,50.718537,-1.874857,,496,49970,,,,,,,,,,9,148.33333333333334,3.1657190635451506
SVCT,TNB,2026-07-20T14:10:12.575+05:45,2026-07-20T19:54:46.000+05:45,1403,50.662129,-1.578202,,499,50986,,,,,,,,,,15,149.13333333333333,3.074930362116992
WDBC,40,2026-07-20T13:59:25.874+05:45,2026-07-20T19:44:02.000+05:45,1701,50.732912,-2.065944,,504,50342,,,,,,,,,,11,132.72727272727272,3.1657190635451506
UNIL,U1C,2026-07-20T14:00:32.028+05:45,2026-07-20T19:44:57.000+05:45,1205,50.937806,-1.39651,,526,50397,,,,,,,,,,20,114.0,1.630769230769231
WDBC,31,2026-07-20T14:21:16.548+05:45,2026-07-20T20:05:53.000+05:45,1508,50.684921,-2.217845,,529,51653,,,,,,,,,,12,133.25,3.1657190635451506
WDBC,m1,2026-07-20T14:20:43.365+05:45,2026-07-20T20:05:27.000+05:45,1771,50.724733,-1.949743,56,534,51627,,,,,,,,,,13,138.6153846153846,3.1657190635451506
BLUS,3,2026-07-20T13:53:20.555+05:45,2026-07-20T19:37:59.000+05:45,1528,50.93015,-1.278722,150,536,49979,BODS_PH1121126_202_20260830_136.xml,PH1121126:202,BLUS:PH1121126:202:3,VJ63,2026-07-21T19:20:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,40,48900,1079,10,127.2,2.940955284552847
SWWD,R1,2026-07-20T14:04:07.496+05:45,2026-07-20T19:49:03.000+05:45,1338,51.075553,-1.808415,316,546,50643,,,,,,,,,,11,114.54545454545455,3.5063780260707635
WDBC,m2,2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:35.000+05:45,1765,50.725634,-1.914559,108,547,52235,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,m1,2026-07-20T13:48:54.550+05:45,2026-07-20T19:33:39.000+05:45,1716,50.732421,-1.872872,228,552,49719,,,,,,,,,,13,138.6153846153846,3.1657190635451506
UNIL,U1A,2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:29.000+05:45,1208,50.93793,-1.398105,85,557,49769,,,,,,,,,,12,150.58333333333334,1.630769230769231
BLUS,18,2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:36.000+05:45,1564,50.911656,-1.420329,159,561,49956,BODS_PH1121126_195_20260601_117.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ409,2026-07-21T19:37:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,34,49920,36,10,138.6,2.940955284552847
DAMY,CR7,2026-07-20T14:33:25.124+05:45,2026-07-20T13:31:03.000+05:45,3819,50.849649,-2.160447,,563,27963,,,,,,,,,,13,110.84615384615384,3.508187134502923
BLUS,15,2026-07-20T14:35:53.342+05:45,2026-07-20T20:20:39.000+05:45,258,50.882827,-1.344088,33,568,52539,BODS_PH1121126_505_20260718_118.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ148,2026-07-21T20:25:00.000+05:45,Sunday,32,52800,261,11,130.8181818181818,2.940955284552847
TDTR,21,2026-07-20T13:50:51.121+05:45,2026-07-20T19:35:35.000+05:45,218,51.587673,-1.777851,299,573,49835,,,,,,,,,,10,172.8,3.189354473386184
WDBC,X6,2026-07-20T14:05:29.987+05:45,2026-07-20T19:50:03.000+05:45,1611,50.74696,-1.941583,35,578,50703,,,,,,,,,,7,133.0,3.1657190635451506
BLUS,16,2026-07-20T13:58:01.936+05:45,2026-07-20T19:42:41.000+05:45,261,50.906459,-1.40662,,586,50261,BODS_PH1121126_196_20260718_123.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ207,2026-07-21T19:43:00.000+05:45,Saturday,28,50280,19,9,118.0,2.940955284552847
WDBC,9,2026-07-20T14:17:24.217+05:45,2026-07-20T20:02:09.000+05:45,2256,50.718041,-1.978489,,607,51429,,,,,,,,,,7,87.28571428571429,3.1657190635451506
WDBC,14,2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:40.000+05:45,1845,50.74758,-1.916656,106,608,49900,,,,,,,,,,9,119.33333333333333,3.1657190635451506
SWWD,937,2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:28.000+05:45,158,51.095366,-1.746901,76,612,51328,,,,,,,,,,16,134.9375,3.5063780260707635
WDBC,m2,2026-07-20T13:56:22.403+05:45,2026-07-20T19:40:58.000+05:45,1765,50.718808,-1.979332,172,641,50158,,,,,,,,,,15,108.66666666666667,3.1657190635451506
TDTR,17,2026-07-20T14:26:32.043+05:45,2026-07-20T20:11:05.000+05:45,528,51.556455,-1.75965,65,644,51965,,,,,,,,,,5,126.0,3.189354473386184
UNIL,U6C,2026-07-20T14:35:20.469+05:45,2026-07-20T20:19:47.000+05:45,1228,50.929343,-1.429185,,645,52487,,,,,,,,,,16,129.75,1.630769230769231
WDBC,4,2026-07-20T14:32:19.323+05:45,2026-07-20T20:05:49.000+05:45,2276,50.760497,-1.994829,,653,51649,,,,,,,,,,12,159.08333333333334,3.1657190635451506
WDBC,8,2026-07-20T14:34:14.663+05:45,2026-07-20T20:18:50.000+05:45,2261,50.718274,-1.983382,213,659,52430,,,,,,,,,,11,137.1818181818182,3.1657190635451506
BLUS,9,2026-07-20T14:16:34.526+05:45,2026-07-20T20:01:26.000+05:45,2761,50.825046,-1.388274,281,663,51386,BODS_PH1121126_198_20260412_111.xml,PH1121126:198,BLUS:PH1121126:198:9,VJ4,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,41,51900,514,6,118.5,2.940955284552847
SWWD,X2,2026-07-20T14:01:05.161+05:45,2026-07-20T19:45:57.000+05:45,1576,51.280062,-1.995995,332,665,50457,,,,,,,,,,12,134.25,3.5063780260707635
TDTR,17,2026-07-20T14:14:05.213+05:45,2026-07-20T19:58:56.000+05:45,523,51.558917,-1.776454,252,683,51236,,,,,,,,,,5,126.0,3.189354473386184
TDTR,NW2,2026-07-20T14:25:08.856+05:45,2026-07-20T14:01:56.000+05:45,2004,51.540053,-1.777307,,687,29816,,,,,,,,,,9,106.44444444444444,3.189354473386184
BLUS,7,2026-07-20T13:47:15.639+05:45,2026-07-20T19:31:47.000+05:45,1750,50.906494,-1.401268,,694,49607,BODS_PH1121126_298_20260718_117.xml,PH1121126:298,BLUS:PH1121126:298:7,VJ160,2026-07-21T19:28:00.000+05:45,Sunday,24,49380,227,12,138.91666666666666,2.940955284552847
BLUS,7,2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:17.000+05:45,1750,50.909961,-1.404985,175,698,49937,BODS_PH1121126_298_20260718_117.xml,PH1121126:298,BLUS:PH1121126:298:7,VJ160,2026-07-21T19:28:00.000+05:45,Sunday,24,49380,557,12,138.91666666666666,2.940955284552847
BLUS,2,2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:34.000+05:45,1760,50.968105,-1.350577,6,710,49954,BODS_PH1121126_203_20260830_125.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ280,2026-07-21T19:40:00.000+05:45,Saturday,61,50100,146,7,93.0,2.940955284552847
BLUS,NFG,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:37.000+05:45,1828,50.759698,-1.531655,132,723,50557,,,,,,,,,,8,105.5,2.940955284552847
DAMY,X8,2026-07-20T13:57:45.371+05:45,2026-07-20T13:13:55.000+05:45,1118,50.718151,-1.978022,,732,26935,,,,,,,,,,12,103.41666666666667,3.508187134502923
SVCT,3,2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:34.000+05:45,1521,50.693606,-1.28472,58,736,51034,,,,,,,,,,8,128.875,3.074930362116992
SWWD,8,2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:43.000+05:45,1678,51.188629,-1.738052,116,743,51703,,,,,,,,,,13,134.6153846153846,3.5063780260707635
WDBC,Q7,2026-07-20T13:57:28.698+05:45,2026-07-20T13:00:14.000+05:45,1539,50.806345,-2.003107,,746,26114,,,,,,,,,,13,127.61538461538461,3.1657190635451506
BLUS,16,2026-07-20T14:33:41.663+05:45,2026-07-20T20:18:09.000+05:45,261,50.915085,-1.361246,,765,52389,BODS_PH1121126_196_20260830_125.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ131,2026-07-21T20:24:00.000+05:45,Saturday,43,52740,351,9,118.0,2.940955284552847
WDBC,1C,2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:34.000+05:45,250,50.718736,-1.875354,303,772,50914,,,,,,,,,,10,128.0,3.1657190635451506
BLUS,1,2026-07-20T13:51:24.315+05:45,2026-07-20T19:35:58.000+05:45,1798,50.908277,-1.4081,,798,49858,BODS_PH1121126_204_20260830_124.xml,PH1121126:204,BLUS:PH1121126:204:1,VJ366,2026-07-21T19:40:00.000+05:45,Sunday,47,50100,242,11,159.9090909090909,2.940955284552847
BLUS,8,2026-07-20T14:35:04.009+05:45,2026-07-20T20:19:31.000+05:45,1607,50.890257,-1.451122,72,809,52471,BODS_PH1121126_199_20260718_116.xml,PH1121126:199,BLUS:PH1121126:199:8,VJ65,2026-07-21T19:35:00.000+05:45,Saturday,34,49800,2671,15,126.06666666666666,2.940955284552847
SWWD,2,2026-07-20T13:54:43.105+05:45,2026-07-20T19:39:29.000+05:45,2725,51.194435,-1.903224,219,831,50069,,,,,,,,,,12,103.41666666666667,3.5063780260707635
WDBC,4,2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:28.000+05:45,2259,50.719741,-1.979714,181,839,52228,,,,,,,,,,12,159.08333333333334,3.1657190635451506
BLUS,17,2026-07-20T14:20:10.021+05:45,2026-07-20T20:04:49.000+05:45,1561,50.891625,-1.375622,320,843,51589,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ368,2026-07-21T20:10:00.000+05:45,Saturday,50,51900,311,14,124.21428571428571,2.940955284552847
SWWD,PVDRT,2026-07-20T14:28:11.478+05:45,2026-07-20T20:12:48.000+05:45,7924,51.34543,-1.905231,,844,52068,,,,,,,,,,11,130.36363636363637,3.5063780260707635
SVCT,8,2026-07-20T14:37:49.223+05:45,2026-07-20T20:22:35.000+05:45,1346,50.654038,-1.156841,,845,52655,,,,,,,,,,9,86.11111111111111,3.074930362116992
WDBC,24,2026-07-20T14:25:58.742+05:45,2026-07-20T19:48:58.000+05:45,1536,50.736539,-1.779688,,848,50638,,,,,,,,,,14,141.71428571428572,3.1657190635451506
TDTR,5,2026-07-20T14:08:32.993+05:45,2026-07-20T19:53:09.000+05:45,522,51.560511,-1.795612,64,854,50889,,,,,,,,,,13,153.76923076923077,3.189354473386184
TDTR,17,2026-07-20T14:25:58.742+05:45,2026-07-20T20:10:45.000+05:45,528,51.556337,-1.760249,65,859,51945,,,,,,,,,,5,126.0,3.189354473386184
SWWD,X5,2026-07-20T14:38:05.833+05:45,2026-07-20T20:22:45.000+05:45,1598,51.563571,-1.786064,,873,52665,,,,,,,,,,11,153.9090909090909,3.5063780260707635
BLUS,2,2026-07-20T14:20:26.643+05:45,2026-07-20T20:04:57.000+05:45,1756,50.971587,-1.33409,23,877,51597,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,483,7,93.0,2.940955284552847
BLUS,2,2026-07-20T13:46:26.014+05:45,2026-07-20T19:31:10.000+05:45,1761,50.965031,-1.323334,119,881,49570,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ300,2026-07-21T19:28:00.000+05:45,Sunday,60,49380,190,7,93.0,2.940955284552847
TDTR,153,2026-07-20T14:26:32.043+05:45,2026-07-20T20:11:26.000+05:45,217,51.551232,-1.806852,18,883,51986,,,,,,,,,,9,130.0,3.189354473386184
