operator_ref,route_number,pulled_at,recorded_at,vehicle_ref,latitude,longitude,bearing,avl_id,avl_time_of_day,source_file,service_ref,line_ref,journey_code,departure_time,days_of_week,stop_count,sched_time_of_day,time_diff,disruption_count,avg_disruption_duration,avg_fare_gbp
SVCT,2,2026-07-20T14:38:38.675+05:45,2026-07-20T20:23:06.000+05:45,1616,50.710234,-1.146024,1,171,52686,,,,,,,,,,14,157.0,3.074930362116992
BLUS,17,2026-07-20T13:57:28.698+05:45,2026-07-20T19:42:08.000+05:45,1552,50.936665,-1.453379,,200,50228,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ353,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,50700,472,14,124.21428571428571,2.940955284552847
BLUS,12,2026-07-20T14:01:38.270+05:45,2026-07-20T18:43:45.000+05:45,1604,50.901033,-1.404704,,201,46725,BODS_PH1121126_197_20260830_115.xml,PH1121126:197,BLUS:PH1121126:197:12,VJ220,2026-07-21T18:43:00.000+05:45,Sunday,33,46680,45,16,126.3125,2.940955284552847
SWWD,X2,2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:28.000+05:45,1576,51.339267,-1.997643,341,208,51688,,,,,,,,,,12,134.25,3.5063780260707635
WDBC,m2,2026-07-20T13:51:24.315+05:45,2026-07-20T19:26:03.000+05:45,1713,50.718061,-1.978465,291,210,49263,,,,,,,,,,15,108.66666666666667,3.1657190635451506
TDTR,5,2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:36.000+05:45,2779,51.559549,-1.746435,347,221,51936,,,,,,,,,,13,153.76923076923077,3.189354473386184
SVCT,7,2026-07-20T14:27:21.737+05:45,2026-07-20T20:12:03.000+05:45,1651,50.69206,-1.331348,275,224,52023,,,,,,,,,,14,157.28571428571428,3.074930362116992
TDTR,2,2026-07-20T14:05:13.655+05:45,2026-07-20T19:49:50.000+05:45,2101,51.561349,-1.765833,338,232,50690,,,,,,,,,,17,85.58823529411765,3.189354473386184
TDTR,152,2026-07-20T13:53:53.476+05:45,2026-07-20T19:03:38.000+05:45,1140,51.567447,-1.811171,,237,47918,,,,,,,,,,19,122.26315789473684,3.189354473386184
SVCT,SL,2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:45.000+05:45,1516,50.699684,-1.296005,,241,49905,,,,,,,,,,13,124.0,3.074930362116992
SWWD,PD3,2026-07-20T13:50:01.209+05:45,2026-07-20T19:34:45.000+05:45,2748,51.087887,-1.79885,344,248,49785,,,,,,,,,,7,122.57142857142857,3.5063780260707635
SVCT,9,2026-07-20T14:04:07.496+05:45,2026-07-20T19:48:35.000+05:45,1306,50.727862,-1.181211,78,257,50615,,,,,,,,,,4,125.75,3.074930362116992
BLUS,634,2026-07-20T13:54:10.005+05:45,2026-07-20T13:20:12.000+05:45,403,50.994095,-1.500459,220,262,27312,BODS_PH1121126_183_20260830_131.xml,PH1121126:183,BLUS:PH1121126:183:634,VJ2,2026-07-21T15:05:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,29,33600,6288,3,157.66666666666666,2.940955284552847
UNIL,U1A,2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:08.000+05:45,1223,50.921958,-1.405033,353,266,50528,,,,,,,,,,12,150.58333333333334,1.630769230769231
TDTR,17,2026-07-20T14:16:51.137+05:45,2026-07-20T20:01:43.000+05:45,523,51.558925,-1.780805,,267,51403,,,,,,,,,,5,126.0,3.189354473386184
TDTR,5,2026-07-20T13:54:26.649+05:45,2026-07-20T19:38:51.000+05:45,2737,51.561032,-1.746926,290,269,50031,,,,,,,,,,13,153.76923076923077,3.189354473386184
SWWD,663,2026-07-20T14:32:35.623+05:45,2026-07-20T20:17:21.000+05:45,1585,51.080579,-1.771578,,271,52341,,,,,,,,,,9,153.33333333333334,3.5063780260707635
WDBC,50,2026-07-20T14:21:16.548+05:45,2026-07-20T20:05:52.000+05:45,1704,50.726644,-1.864675,,295,51652,,,,,,,,,,16,98.9375,3.1657190635451506
TDTR,42,2026-07-20T13:54:59.654+05:45,2026-07-20T19:39:37.000+05:45,101,51.427814,-1.901632,111,300,50077,,,,,,,,,,18,145.16666666666666,3.189354473386184
SVCT,1,2026-07-20T14:22:22.800+05:45,2026-07-20T20:07:11.000+05:45,1319,50.743037,-1.306969,359,305,51731,,,,,,,,,,13,104.84615384615384,3.074930362116992
SVCT,7,2026-07-20T14:31:13.123+05:45,2026-07-20T20:15:40.000+05:45,1649,50.699355,-1.295252,160,317,52240,,,,,,,,,,14,157.28571428571428,3.074930362116992
SVCT,7,2026-07-20T13:49:28.015+05:45,2026-07-20T19:34:15.000+05:45,1650,50.705381,-1.501128,,325,49755,,,,,,,,,,14,157.28571428571428,3.074930362116992
WDBC,50,2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:40.000+05:45,1705,50.621973,-1.959925,86,328,50740,,,,,,,,,,16,98.9375,3.1657190635451506
WDBC,60,2026-07-20T14:22:39.327+05:45,2026-07-20T20:07:18.000+05:45,1822,50.696665,-1.931819,,347,51738,,,,,,,,,,7,106.0,3.1657190635451506
SVCT,211,2026-07-20T14:25:58.742+05:45,2026-07-20T20:10:33.000+05:45,1513,50.715618,-1.116108,237,355,51933,,,,,,,,,,12,114.83333333333333,3.074930362116992
SWWD,8,2026-07-20T14:32:52.075+05:45,2026-07-20T20:07:49.000+05:45,1681,51.06978,-1.794165,,357,51769,,,,,,,,,,13,134.6153846153846,3.5063780260707635
WDBC,14,2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:13.000+05:45,1845,50.75773,-1.872515,19,359,51913,,,,,,,,,,9,119.33333333333333,3.1657190635451506
WDBC,RG2,2026-07-20T14:15:11.585+05:45,2026-07-20T19:23:09.000+05:45,3818,50.846149,-1.796919,,364,49089,,,,,,,,,,18,100.38888888888889,3.1657190635451506
UNIL,U1A,2026-07-20T14:27:54.899+05:45,2026-07-20T20:12:30.000+05:45,1220,50.893399,-1.395061,,384,52050,,,,,,,,,,12,150.58333333333334,1.630769230769231
WDBC,NFB,2026-07-20T14:26:15.428+05:45,2026-07-20T20:11:09.000+05:45,1827,50.798926,-1.714881,130,401,51969,,,,,,,,,,15,179.93333333333334,3.1657190635451506
SWWD,R10,2026-07-20T14:31:29.596+05:45,2026-07-20T20:15:56.000+05:45,2707,51.09626,-1.839763,,402,52256,,,,,,,,,,10,123.7,3.5063780260707635
TDTR,1,2026-07-20T14:22:55.935+05:45,2026-07-20T20:07:36.000+05:45,2780,51.558402,-1.803255,48,405,51756,,,,,,,,,,12,131.66666666666666,3.189354473386184
BLUS,19a,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:42.000+05:45,6935,50.929993,-1.429845,327,406,52362,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19a,VJ337,2026-07-21T20:33:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,51,53280,918,14,126.35714285714286,2.940955284552847
WDBC,30,2026-07-20T13:53:03.793+05:45,2026-07-20T19:37:55.000+05:45,1522,50.644665,-2.065751,279,416,49975,,,,,,,,,,14,122.64285714285714,3.1657190635451506
TDTR,1,2026-07-20T13:55:32.745+05:45,2026-07-20T19:40:00.000+05:45,2772,51.544653,-1.742305,295,422,50100,,,,,,,,,,12,131.66666666666666,3.189354473386184
BLUS,15,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:26.000+05:45,258,50.872748,-1.328274,178,424,50726,BODS_PH1121126_505_20260601_113.xml,PH1121126:505,BLUS:PH1121126:505:15,VJ73,2026-07-21T19:50:00.000+05:45,Sunday,34,50700,26,11,130.8181818181818,2.940955284552847
TDTR,17,2026-07-20T14:16:34.526+05:45,2026-07-20T20:01:02.000+05:45,523,51.558525,-1.780964,0,446,51362,,,,,,,,,,5,126.0,3.189354473386184
BLUS,2,2026-07-20T14:27:05.255+05:45,2026-07-20T20:11:57.000+05:45,1672,50.956503,-1.371833,356,452,52017,BODS_PH1121126_203_20260601_118.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ243,2026-07-21T20:13:00.000+05:45,Sunday,60,52080,63,7,93.0,2.940955284552847
WDBC,m1,2026-07-20T13:59:25.874+05:45,2026-07-20T19:44:16.000+05:45,1734,50.724341,-1.950329,40,459,50356,,,,,,,,,,13,138.6153846153846,3.1657190635451506
SWWD,ST,2026-07-20T13:46:26.014+05:45,2026-07-20T18:18:19.000+05:45,1323,51.070156,-1.805134,,465,45199,,,,,,,,,,10,126.3,3.5063780260707635
TDTR,152,2026-07-20T14:07:26.381+05:45,2026-07-20T19:03:38.000+05:45,1140,51.567447,-1.811171,,474,47918,,,,,,,,,,19,122.26315789473684,3.189354473386184
WDBC,21,2026-07-20T14:23:45.622+05:45,2026-07-20T20:08:28.000+05:45,240,50.726957,-1.866125,207,480,51808,,,,,,,,,,8,122.75,3.1657190635451506
SWWD,PR11,2026-07-20T14:21:16.548+05:45,2026-07-20T20:05:46.000+05:45,2722,51.09881,-1.7928,79,501,51646,,,,,,,,,,16,124.375,3.5063780260707635
BLUS,NFG,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:39.000+05:45,1829,50.855533,-1.505052,302,517,50559,,,,,,,,,,8,105.5,2.940955284552847
UNIL,U1C,2026-07-20T13:59:58.980+05:45,2026-07-20T17:19:56.000+05:45,1209,50.90092,-1.404667,,518,41696,,,,,,,,,,20,114.0,1.630769230769231
TDTR,NW2,2026-07-20T14:04:24.068+05:45,2026-07-20T14:01:56.000+05:45,2004,51.540053,-1.777307,,519,29816,,,,,,,,,,9,106.44444444444444,3.189354473386184
BLUS,16,2026-07-20T14:09:56.012+05:45,2026-07-20T19:54:42.000+05:45,1568,50.902788,-1.405267,,537,50982,BODS_PH1121126_196_20260718_123.xml,PH1121126:196,BLUS:PH1121126:196:16,VJ115,2026-07-21T19:55:00.000+05:45,Saturday,31,51000,18,9,118.0,2.940955284552847
UNIL,U6H,2026-07-20T14:20:43.365+05:45,2026-07-20T20:05:07.000+05:45,1222,50.937738,-1.412482,224,564,51607,,,,,,,,,,11,108.18181818181819,1.630769230769231
SVCT,2,2026-07-20T13:46:26.014+05:45,2026-07-20T19:31:12.000+05:45,1613,50.720476,-1.153647,,566,49572,,,,,,,,,,14,157.0,3.074930362116992
BLUS,17,2026-07-20T14:22:22.800+05:45,2026-07-20T19:28:31.000+05:45,1559,50.903329,-1.405749,,569,49411,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ352,2026-07-21T19:30:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,49500,89,14,124.21428571428571,2.940955284552847
WDBC,70,2026-07-20T14:17:07.690+05:45,2026-07-20T00:15:33.000+05:45,1406,50.718005,-1.977724,,577,66633,,,,,,,,,,6,173.33333333333334,3.1657190635451506
SWWD,8,2026-07-20T14:12:58.896+05:45,2026-07-20T19:57:52.000+05:45,1544,51.217645,-1.542904,271,582,51172,,,,,,,,,,13,134.6153846153846,3.5063780260707635
TDTR,48A,2026-07-20T14:12:42.220+05:45,2026-07-20T19:57:24.000+05:45,278,51.428405,-1.67104,263,584,51144,,,,,,,,,,12,120.08333333333333,3.189354473386184
TDTR,5,2026-07-20T14:08:32.993+05:45,2026-07-20T19:53:17.000+05:45,2778,51.593429,-1.810147,84,585,50897,,,,,,,,,,13,153.76923076923077,3.189354473386184
WDBC,12,2026-07-20T14:05:29.987+05:45,2026-07-20T19:49:56.000+05:45,2282,50.752018,-1.84187,,588,50696,,,,,,,,,,6,84.0,3.1657190635451506
BLUS,17,2026-07-20T13:48:05.283+05:45,2026-07-20T19:28:31.000+05:45,1559,50.903329,-1.405749,,590,49411,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ352,2026-07-21T19:30:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,49500,89,14,124.21428571428571,2.940955284552847
WDBC,50,2026-07-20T13:48:05.283+05:45,2026-07-20T17:47:04.000+05:45,1409,50.6099,-1.962524,,602,43324,,,,,,,,,,16,98.9375,3.1657190635451506
WDBC,m2,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:34.000+05:45,1778,50.718559,-1.874791,,616,50734,,,,,,,,,,15,108.66666666666667,3.1657190635451506
SVCT,2,2026-07-20T14:37:32.762+05:45,2026-07-20T20:22:18.000+05:45,1620,50.640185,-1.175434,37,624,52638,,,,,,,,,,14,157.0,3.074930362116992
BLUS,3,2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:43.000+05:45,2747,50.970372,-1.351833,,631,51703,BODS_PH1121126_202_20260601_129.xml,PH1121126:202,BLUS:PH1121126:202:3,VJ28,2026-07-21T20:10:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,70,51900,197,10,127.2,2.940955284552847
BLUS,18,2026-07-20T14:35:20.469+05:45,2026-07-20T20:20:13.000+05:45,1237,50.912259,-1.420815,139,633,52513,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ395,2026-07-21T20:17:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,35,52320,193,10,138.6,2.940955284552847
BLUS,13,2026-07-20T14:30:23.803+05:45,2026-07-20T20:15:14.000+05:45,259,50.903724,-1.4028,,634,52214,BODS_PH1121126_503_20260830_119.xml,PH1121126:503,BLUS:PH1121126:503:13,VJ58,2026-07-21T20:15:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,21,52200,14,14,130.21428571428572,2.940955284552847
WDBC,1A,2026-07-20T13:47:48.689+05:45,2026-07-20T19:32:21.000+05:45,274,50.728115,-1.837676,310,652,49641,,,,,,,,,,13,123.84615384615384,3.1657190635451506
WDBC,60,2026-07-20T13:51:24.315+05:45,2026-07-20T19:35:54.000+05:45,1832,50.692272,-1.933745,54,655,49854,,,,,,,,,,7,106.0,3.1657190635451506
SVCT,TNB,2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:53.000+05:45,1992,50.676543,-1.544978,19,667,50573,,,,,,,,,,15,149.13333333333333,3.074930362116992
WDBC,1A,2026-07-20T14:25:58.742+05:45,2026-07-20T20:10:41.000+05:45,239,50.719661,-1.870473,,670,51941,,,,,,,,,,13,123.84615384615384,3.1657190635451506
SVCT,7,2026-07-20T14:25:58.742+05:45,2026-07-20T20:10:29.000+05:45,1651,50.691431,-1.318447,293,673,51929,,,,,,,,,,14,157.28571428571428,3.074930362116992
WDBC,60,2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:38.000+05:45,1832,50.714025,-2.003108,293,686,52238,,,,,,,,,,7,106.0,3.1657190635451506
WDBC,m2,2026-07-20T14:04:07.496+05:45,2026-07-20T19:48:43.000+05:45,1776,50.721735,-1.798792,,701,50623,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,X6,2026-07-20T14:26:48.723+05:45,2026-07-20T20:11:45.000+05:45,1535,50.819106,-1.876423,129,708,52005,,,,,,,,,,7,133.0,3.1657190635451506
WDBC,13,2026-07-20T13:47:15.639+05:45,2026-07-20T19:31:53.000+05:45,1697,50.761593,-1.873664,285,717,49613,,,,,,,,,,9,148.33333333333334,3.1657190635451506
BLUS,11,2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:36.000+05:45,281,50.919051,-1.481448,51,721,52296,BODS_PH1121126_197_20260412_110.xml,PH1121126:197,BLUS:PH1121126:197:11,VJ316,2026-07-21T20:18:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,14,52380,84,8,126.5,2.940955284552847
WDBC,m2,2026-07-20T14:17:40.810+05:45,2026-07-20T20:02:21.000+05:45,1773,50.721187,-1.975319,51,747,51441,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,m2,2026-07-20T14:23:29.130+05:45,2026-07-20T20:08:12.000+05:45,1770,50.724945,-1.845552,66,755,51792,,,,,,,,,,15,108.66666666666667,3.1657190635451506
WDBC,21,2026-07-20T13:47:32.244+05:45,2026-07-20T19:32:04.000+05:45,247,50.760098,-1.91571,215,781,49624,,,,,,,,,,8,122.75,3.1657190635451506
SWWD,MHDRT,2026-07-20T13:48:05.283+05:45,2026-07-20T19:31:50.000+05:45,7925,51.443282,-1.605587,197,788,49610,,,,,,,,,,8,123.25,3.5063780260707635
SWWD,R5,2026-07-20T13:52:13.955+05:45,2026-07-20T19:11:31.000+05:45,2726,51.068562,-1.794445,,792,48391,,,,,,,,,,12,139.25,3.5063780260707635
SVCT,200,2026-07-20T14:16:34.526+05:45,2026-07-20T20:01:09.000+05:45,7844,50.696674,-1.31349,137,835,51369,,,,,,,,,,11,127.63636363636364,3.074930362116992
WDBC,9,2026-07-20T14:37:16.190+05:45,2026-07-20T20:22:10.000+05:45,1844,50.738216,-2.033623,196,841,52630,,,,,,,,,,7,87.28571428571429,3.1657190635451506
SWWD,663,2026-07-20T14:22:55.935+05:45,2026-07-20T20:07:21.000+05:45,1543,51.07089,-1.80396,313,849,51741,,,,,,,,,,9,153.33333333333334,3.5063780260707635
WDBC,16,2026-07-20T14:04:57.214+05:45,2026-07-20T19:49:25.000+05:45,1842,50.722103,-1.902604,260,852,50665,,,,,,,,,,13,130.46153846153845,3.1657190635451506
WDBC,14,2026-07-20T14:07:09.895+05:45,2026-07-20T19:51:59.000+05:45,1103,50.742334,-1.947535,200,857,50819,,,,,,,,,,9,119.33333333333333,3.1657190635451506
SVCT,5,2026-07-20T13:54:26.649+05:45,2026-07-20T19:39:12.000+05:45,1307,50.698093,-1.294481,,861,50052,,,,,,,,,,17,119.41176470588235,3.074930362116992
SWWD,PD3,2026-07-20T14:05:46.677+05:45,2026-07-20T19:50:20.000+05:45,2748,51.131273,-1.704451,6,870,50720,,,,,,,,,,7,122.57142857142857,3.5063780260707635
WDBC,70,2026-07-20T14:02:11.407+05:45,2026-07-20T19:46:48.000+05:45,1404,50.708072,-1.928031,95,882,50508,,,,,,,,,,6,173.33333333333334,3.1657190635451506
SVCT,3,2026-07-20T14:06:53.175+05:45,2026-07-20T19:51:50.000+05:45,1622,50.732721,-1.159551,,888,50810,,,,,,,,,,8,128.875,3.074930362116992
SWWD,26,2026-07-20T14:16:34.526+05:45,2026-07-20T19:53:22.000+05:45,154,51.095166,-2.129105,52,890,50902,,,,,,,,,,11,85.9090909090909,3.5063780260707635
WDBC,NFR,2026-07-20T14:16:34.526+05:45,2026-07-20T20:01:27.000+05:45,1823,50.816966,-1.573798,355,895,51387,,,,,,,,,,17,113.29411764705883,3.1657190635451506
BLUS,18,2026-07-20T13:47:15.639+05:45,2026-07-20T19:31:55.000+05:45,1239,50.912422,-1.387856,,906,49615,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ508,2026-07-21T19:30:00.000+05:45,Sunday,35,49500,115,10,138.6,2.940955284552847
SVCT,7,2026-07-20T14:17:24.217+05:45,2026-07-20T18:43:24.000+05:45,1512,50.697907,-1.294255,,909,46704,,,,,,,,,,14,157.28571428571428,3.074930362116992
TDTR,14,2026-07-20T13:53:53.476+05:45,2026-07-20T19:38:39.000+05:45,526,51.552149,-1.758909,347,952,50019,,,,,,,,,,8,118.5,3.189354473386184
SVCT,3,2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:26.000+05:45,1747,50.614018,-1.222241,180,953,50786,,,,,,,,,,8,128.875,3.074930362116992
BLUS,7,2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:24.000+05:45,1751,50.895023,-1.345098,250,964,50244,BODS_PH1121126_298_20260718_117.xml,PH1121126:298,BLUS:PH1121126:298:7,VJ160,2026-07-21T19:28:00.000+05:45,Sunday,24,49380,864,12,138.91666666666666,2.940955284552847
BLUS,18,2026-07-20T14:02:27.965+05:45,2026-07-20T19:46:58.000+05:45,1239,50.908629,-1.346358,129,969,50518,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ127,2026-07-21T19:47:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,55,50520,2,10,138.6,2.940955284552847
TDTR,1A,2026-07-20T13:55:32.745+05:45,2026-07-20T19:40:11.000+05:45,2766,51.562427,-1.781028,293,990,50111,,,,,,,,,,9,106.55555555555556,3.189354473386184
BLUS,18,2026-07-20T14:31:29.596+05:45,2026-07-20T20:16:19.000+05:45,1246,50.904597,-1.332462,152,997,52279,BODS_PH1121126_195_20260718_122.xml,PH1121126:195,BLUS:PH1121126:195:18,VJ395,2026-07-21T20:17:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,35,52320,41,10,138.6,2.940955284552847
WDBC,18,2026-07-20T14:16:01.086+05:45,2026-07-20T20:00:50.000+05:45,2269,50.746829,-1.963046,160,998,51350,,,,,,,,,,13,142.6153846153846,3.1657190635451506
TDTR,17,2026-07-20T14:13:32.051+05:45,2026-07-20T19:58:26.000+05:45,525,51.548342,-1.750497,97,1004,51206,,,,,,,,,,5,126.0,3.189354473386184
TDTR,14,2026-07-20T14:22:39.327+05:45,2026-07-20T20:07:34.000+05:45,519,51.555083,-1.734863,,1016,51754,,,,,,,,,,8,118.5,3.189354473386184
WDBC,U3,2026-07-20T14:24:02.310+05:45,2026-07-20T20:08:39.000+05:45,1699,50.741074,-1.893538,256,1025,51819,,,,,,,,,,12,144.83333333333334,3.1657190635451506
BLUS,19,2026-07-20T14:35:53.342+05:45,2026-07-20T17:21:28.000+05:45,1570,50.902597,-1.405587,,1027,41788,BODS_PH1121126_506_20260830_118.xml,PH1121126:506,BLUS:PH1121126:506:19,VJ51,2026-07-21T17:20:00.000+05:45,Sunday,51,41700,88,18,149.22222222222223,2.940955284552847
TDTR,13,2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:28.000+05:45,524,51.563528,-1.785426,117,1028,52348,,,,,,,,,,9,123.44444444444444,3.189354473386184
SWWD,978,2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:05.000+05:45,1542,51.095936,-1.760599,307,1036,51485,,,,,,,,,,8,153.125,3.5063780260707635
SVCT,7,2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:26.000+05:45,1651,50.69555,-1.303213,54,1044,49946,,,,,,,,,,14,157.28571428571428,3.074930362116992
SWWD,2,2026-07-20T14:31:29.596+05:45,2026-07-20T20:16:20.000+05:45,2725,51.068601,-1.796671,80,1046,52280,,,,,,,,,,12,103.41666666666667,3.5063780260707635
SWWD,88,2026-07-20T13:50:18.082+05:45,2026-07-20T19:34:53.000+05:45,2727,51.070138,-1.794346,,1070,49793,,,,,,,,,,12,108.66666666666667,3.5063780260707635
BLUS,2,2026-07-20T14:30:07.401+05:45,2026-07-20T20:14:50.000+05:45,1758,50.909487,-1.404782,174,1097,52190,BODS_PH1121126_203_20260830_125.xml,PH1121126:203,BLUS:PH1121126:203:2,VJ258,2026-07-21T20:15:00.000+05:45,Saturday,61,52200,10,7,93.0,2.940955284552847
BLUS,13,2026-07-20T14:29:01.106+05:45,2026-07-20T20:13:53.000+05:45,223,50.899191,-1.377912,198,1103,52133,BODS_PH1121126_503_20260830_119.xml,PH1121126:503,BLUS:PH1121126:503:13,VJ58,2026-07-21T20:15:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,21,52200,67,14,130.21428571428572,2.940955284552847
BLUS,17,2026-07-20T14:06:19.989+05:45,2026-07-20T19:50:49.000+05:45,1606,50.905624,-1.401031,173,1107,50749,BODS_PH1121126_302_20260830_132.xml,PH1121126:302,BLUS:PH1121126:302:17,VJ353,2026-07-21T19:50:00.000+05:45,Monday|Tuesday|Wednesday|Thursday|Friday,50,50700,49,14,124.21428571428571,2.940955284552847
SWWD,X7,2026-07-20T13:54:10.005+05:45,2026-07-20T19:38:58.000+05:45,1637,51.060091,-1.763225,120,1111,50038,,,,,,,,,,10,108.7,3.5063780260707635
