pulled_at,recorded_at,vehicle_ref,route_number,operator_ref,latitude,longitude,bearing
2026-07-20T14:08:32.993+05:45,2026-07-20T19:53:08.000+05:45,1405,70,WDBC,50.719441,-1.768084,88
2026-07-20T14:10:45.897+05:45,2026-07-20T19:55:26.000+05:45,1653,1,SVCT,50.753905,-1.298018,5
2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:27.000+05:45,1688,11,WDBC,50.719533,-1.871053,223
2026-07-20T14:01:38.270+05:45,2026-07-20T15:45:47.000+05:45,1772,m2,WDBC,50.727219,-1.841685,
2026-07-20T14:26:15.428+05:45,2026-07-20T20:11:00.000+05:45,901,PR3,SWWD,51.068448,-1.795418,
2026-07-20T14:22:22.800+05:45,2026-07-20T20:07:14.000+05:45,1554,17,BLUS,50.915987,-1.425276,
2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:18.000+05:45,1193,17,WDBC,50.736475,-1.923472,29
2026-07-20T14:00:32.028+05:45,2026-07-20T00:40:57.000+05:45,1227,U1C,UNIL,50.896139,-1.403121,
2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:26.000+05:45,248,1A,WDBC,50.719425,-1.876388,
2026-07-20T14:04:40.663+05:45,2026-07-20T19:49:16.000+05:45,1648,12,SVCT,50.642039,-1.378386,100
2026-07-20T14:31:46.259+05:45,2026-07-20T20:16:19.000+05:45,1782,X8,DAMY,50.855876,-2.166127,
2026-07-20T14:04:24.068+05:45,2026-07-20T19:49:09.000+05:45,1308,37,SVCT,50.732641,-1.159411,119
2026-07-20T14:34:31.127+05:45,2026-07-20T17:47:04.000+05:45,1409,50,WDBC,50.6099,-1.962524,
2026-07-20T14:09:56.012+05:45,2026-07-20T19:54:38.000+05:45,1738,5,WDBC,50.760106,-1.90171,49
2026-07-20T13:50:51.121+05:45,2026-07-20T19:35:23.000+05:45,2702,14,TDTR,51.549691,-1.756963,151
2026-07-20T13:58:35.059+05:45,2026-07-20T15:52:53.000+05:45,1329,66,SWWD,51.068513,-1.79505,
2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:20.000+05:45,1577,X5,SWWD,51.19774,-1.771375,160
2026-07-20T14:04:24.068+05:45,2026-07-20T19:49:10.000+05:45,2703,5,TDTR,51.561546,-1.755979,269
2026-07-20T13:49:11.301+05:45,2026-07-20T19:34:05.000+05:45,1613,2,SVCT,50.716331,-1.151596,112
2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:35.000+05:45,2765,5,DAMY,50.671561,-2.35138,20
2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:12.000+05:45,1237,18,BLUS,50.920937,-1.431645,323
2026-07-20T13:55:49.329+05:45,2026-07-20T19:40:21.000+05:45,520,17,TDTR,51.559613,-1.771234,195
2026-07-20T14:27:38.341+05:45,2026-07-20T20:12:31.000+05:45,1332,R1,SWWD,51.055804,-1.795908,223
2026-07-20T14:37:32.762+05:45,2026-07-20T20:22:23.000+05:45,1328,R1,SWWD,51.078986,-1.828194,3
2026-07-20T14:04:57.214+05:45,2026-07-20T19:49:32.000+05:45,242,1A,WDBC,50.744605,-1.740477,
2026-07-20T13:48:21.594+05:45,2026-07-20T19:22:41.000+05:45,1270,24,BLUS,50.969557,-1.351929,16
2026-07-20T13:50:34.519+05:45,2026-07-20T19:35:19.000+05:45,2262,4,WDBC,50.738377,-1.992234,73
2026-07-20T13:59:08.306+05:45,2026-07-20T13:20:12.000+05:45,403,634,BLUS,50.994095,-1.500459,220
2026-07-20T14:25:08.856+05:45,2026-07-20T20:10:00.000+05:45,222,20,BLUS,50.902798,-1.404787,
2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:11.000+05:45,2707,R10,SWWD,51.068316,-1.796451,
2026-07-20T13:55:49.329+05:45,2026-07-20T19:40:42.000+05:45,158,937,SWWD,51.080835,-1.771405,190
2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:30.000+05:45,1599,907,SWWD,50.989706,-1.757294,
2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:19.000+05:45,1535,X6,WDBC,50.877904,-1.867502,64
2026-07-20T14:27:05.255+05:45,2026-07-20T20:12:02.000+05:45,1345,8,SVCT,50.729999,-1.162287,279
2026-07-20T14:12:08.896+05:45,2026-07-20T19:05:31.000+05:45,1590,X6,WDBC,50.847871,-1.7905,196
2026-07-20T14:29:17.576+05:45,2026-07-20T20:13:59.000+05:45,7923,MHDRT,SWWD,51.346287,-1.745173,266
2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:13.000+05:45,2277,3x,WDBC,50.746302,-1.98473,11
2026-07-20T14:25:25.565+05:45,2026-07-20T12:40:36.000+05:45,2752,10,BLUS,50.903856,-1.402659,
2026-07-20T13:58:35.059+05:45,2026-07-20T19:43:09.000+05:45,1623,81,WDBC,50.752247,-1.65471,161
2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:52.000+05:45,1695,33,WDBC,50.716479,-1.88544,87
2026-07-20T14:13:32.051+05:45,2026-07-20T19:58:04.000+05:45,2722,PR11,SWWD,51.082181,-1.801498,322
2026-07-20T13:59:42.436+05:45,2026-07-20T19:44:25.000+05:45,2274,18,WDBC,50.74991,-1.960691,105
2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:53.000+05:45,2702,14,TDTR,51.557256,-1.738024,223
2026-07-20T14:32:35.623+05:45,2026-07-20T20:16:59.000+05:45,1511,3,SVCT,50.595317,-1.205715,
2026-07-20T13:58:01.936+05:45,2026-07-20T19:42:44.000+05:45,1322,9,SVCT,50.727835,-1.166139,355
2026-07-20T13:56:05.977+05:45,2026-07-20T19:40:53.000+05:45,2705,15,TDTR,51.584005,-1.817929,306
2026-07-20T14:11:52.408+05:45,2026-07-20T19:56:23.000+05:45,1508,31,WDBC,50.684872,-2.217797,
2026-07-20T14:12:58.896+05:45,2026-07-20T19:57:53.000+05:45,1312,9,SVCT,50.703369,-1.26625,210
2026-07-20T13:53:37.033+05:45,2026-07-20T19:38:02.000+05:45,2782,5,TDTR,51.562572,-1.781088,
2026-07-20T13:48:05.283+05:45,2026-07-20T19:32:57.000+05:45,1337,X4,SWWD,51.176457,-1.773684,82
2026-07-20T14:36:26.568+05:45,2026-07-20T20:05:01.000+05:45,2265,9,WDBC,50.717994,-1.977733,
2026-07-20T13:54:10.005+05:45,2026-07-19T23:57:38.000+05:45,2744,13,BLUS,50.915224,-1.361136,214
2026-07-20T14:01:05.161+05:45,2026-07-20T19:45:42.000+05:45,1541,4,WDBC,50.747118,-1.722577,
2026-07-20T14:11:52.408+05:45,2026-07-20T19:56:29.000+05:45,235,1C,WDBC,50.722253,-1.869956,71
2026-07-20T14:05:29.987+05:45,2026-07-20T18:15:01.000+05:45,2731,119,WDBC,50.745833,-1.595728,
2026-07-20T14:11:35.844+05:45,2026-07-20T19:56:19.000+05:45,1627,35,WDBC,50.619077,-2.004344,121
2026-07-20T14:36:59.541+05:45,2026-07-20T20:21:31.000+05:45,275,1B,TDTR,51.560473,-1.795788,64
2026-07-20T13:52:13.955+05:45,2026-07-20T00:15:33.000+05:45,1406,70,WDBC,50.718005,-1.977724,
2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:36.000+05:45,903,R5,SWWD,51.066881,-1.793621,348
2026-07-20T13:55:49.329+05:45,2026-07-20T13:08:50.000+05:45,1250,504,BLUS,50.983627,-1.467645,294
2026-07-20T14:10:12.575+05:45,2026-07-20T19:54:58.000+05:45,2783,1A,TDTR,51.538951,-1.727814,
2026-07-20T14:17:24.217+05:45,2026-07-20T20:02:00.000+05:45,241,1B,WDBC,50.752965,-1.765297,
2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:56.000+05:45,1737,5,WDBC,50.768968,-1.901329,
2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:47.000+05:45,1401,TNB,SVCT,50.667844,-1.565811,
2026-07-20T14:14:54.990+05:45,2026-07-20T19:53:39.000+05:45,1746,2,SVCT,50.698593,-1.293472,
2026-07-20T13:47:32.244+05:45,2026-07-20T19:32:17.000+05:45,240,21,WDBC,50.75951,-1.914961,215
2026-07-20T13:56:55.713+05:45,2026-07-20T19:41:33.000+05:45,2265,8,WDBC,50.726262,-2.020773,
2026-07-20T14:36:26.568+05:45,2026-07-20T18:42:58.000+05:45,1631,5,WDBC,50.718806,-1.875376,
2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:36.000+05:45,1321,9,SVCT,50.728551,-1.175307,121
2026-07-20T14:38:05.833+05:45,2026-07-20T20:22:43.000+05:45,1265,18,BLUS,50.90563,-1.406468,349
2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:34.000+05:45,515,17,TDTR,51.55683,-1.773522,294
2026-07-20T14:38:55.083+05:45,2026-07-20T20:23:39.000+05:45,1614,3,SVCT,50.656204,-1.150551,
2026-07-20T14:22:55.935+05:45,2026-07-20T20:07:24.000+05:45,2705,11,TDTR,51.593074,-1.808835,179
2026-07-20T14:09:39.353+05:45,2026-07-20T19:54:28.000+05:45,1104,m2,WDBC,50.72225,-1.862153,
2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:19.000+05:45,1767,m2,WDBC,50.730688,-1.825597,
2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:49.000+05:45,1567,17,BLUS,50.941801,-1.451006,
2026-07-20T13:56:38.969+05:45,2026-07-20T19:41:24.000+05:45,1751,7,BLUS,50.895012,-1.345107,
2026-07-20T14:20:26.643+05:45,2026-07-20T20:04:58.000+05:45,1201,U1A,UNIL,50.893476,-1.39518,
2026-07-20T14:36:43.121+05:45,2026-07-20T20:21:13.000+05:45,1579,978,SWWD,51.106507,-1.793155,
2026-07-20T14:35:20.469+05:45,2026-07-20T20:20:07.000+05:45,1729,m1,WDBC,50.736246,-1.865694,48
2026-07-20T14:19:53.443+05:45,2026-07-20T20:04:48.000+05:45,2713,10,WDBC,50.740495,-2.03127,322
2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:15.000+05:45,1593,11,WDBC,50.768937,-1.913163,273
2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:51.000+05:45,1544,8,SWWD,51.210426,-1.512594,290
2026-07-20T13:50:51.121+05:45,2026-07-20T19:35:43.000+05:45,1224,U6C,UNIL,50.939004,-1.406671,177
2026-07-20T13:58:18.490+05:45,2026-07-20T13:08:57.000+05:45,7837,212,SVCT,50.657524,-1.166246,
2026-07-20T14:38:38.675+05:45,2026-07-20T20:23:06.000+05:45,1616,2,SVCT,50.710234,-1.146024,1
2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:26.000+05:45,1572,158,TDTR,51.53836,-1.773432,65
2026-07-20T14:00:32.028+05:45,2026-07-20T19:45:16.000+05:45,1519,6,SVCT,50.685504,-1.308523,48
2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:31.000+05:45,1548,17,BLUS,50.893925,-1.380479,300
2026-07-20T13:59:42.436+05:45,2026-07-20T19:25:03.000+05:45,2710,125,WDBC,50.847015,-1.791925,
2026-07-20T13:53:53.476+05:45,2026-07-20T19:38:30.000+05:45,1205,U1C,UNIL,50.938489,-1.391346,262
2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:00.000+05:45,2269,18,WDBC,50.747081,-1.992486,190
2026-07-20T14:22:06.195+05:45,2026-07-20T20:07:00.000+05:45,1597,66,SWWD,51.088126,-1.765629,12
2026-07-20T13:48:21.594+05:45,2026-07-20T19:33:10.000+05:45,1663,5,TDTR,51.562517,-1.783528,
2026-07-20T14:01:38.270+05:45,2026-07-20T19:46:26.000+05:45,1228,U6H,UNIL,50.93876,-1.406768,356
2026-07-20T14:12:25.550+05:45,2026-07-20T19:56:55.000+05:45,1813,1,BLUS,50.903245,-1.405725,173
2026-07-20T14:31:46.259+05:45,2026-07-20T20:16:15.000+05:45,2780,1,TDTR,51.560503,-1.78047,356
2026-07-20T14:09:22.773+05:45,2026-07-20T19:54:00.000+05:45,1652,7,SVCT,50.701727,-1.419777,274
2026-07-20T14:24:35.626+05:45,2026-07-20T17:16:08.000+05:45,269,5,BLUS,50.970083,-1.351795,
2026-07-20T14:12:25.550+05:45,2026-07-20T19:57:12.000+05:45,1563,17,BLUS,50.902825,-1.405008,86
2026-07-20T14:25:42.139+05:45,2026-07-20T02:08:59.000+05:45,1782,16,WDBC,50.717903,-1.978009,
2026-07-20T13:58:18.490+05:45,2026-07-20T12:46:47.000+05:45,1644,538,BLUS,50.861019,-1.430722,
2026-07-20T13:46:26.014+05:45,2026-07-20T19:30:59.000+05:45,1208,U1A,UNIL,50.934311,-1.406063,
2026-07-20T14:03:17.787+05:45,2026-07-20T19:48:08.000+05:45,1332,R1,SWWD,51.074915,-1.807493,141
2026-07-20T14:04:40.663+05:45,2026-07-20T19:49:03.000+05:45,1317,1,SVCT,50.726899,-1.305568,351
2026-07-20T13:56:55.713+05:45,2026-07-20T00:06:02.000+05:45,1687,21,WDBC,50.718825,-1.875656,
2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:17.000+05:45,1652,7,SVCT,50.703286,-1.370206,254
2026-07-20T14:29:01.106+05:45,2026-07-20T20:13:27.000+05:45,1688,21,WDBC,50.727943,-1.866665,292
2026-07-20T14:39:11.719+05:45,2026-07-20T09:11:31.000+05:45,1803,N18,BLUS,50.906859,-1.403564,
2026-07-20T14:27:38.341+05:45,2026-07-20T20:12:05.000+05:45,2267,8,WDBC,50.733965,-2.029396,287
2026-07-20T13:54:26.649+05:45,2026-07-20T19:39:01.000+05:45,7104,213,SVCT,50.657592,-1.166048,
2026-07-20T14:14:54.990+05:45,2026-07-20T19:59:39.000+05:45,2761,9,BLUS,50.823002,-1.375235,7
2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:54.000+05:45,1815,82,WDBC,50.736065,-1.777909,55
2026-07-20T13:52:30.529+05:45,2026-07-20T13:30:37.000+05:45,1629,13,WDBC,50.718304,-1.874276,
2026-07-20T13:57:28.698+05:45,2026-07-20T19:42:08.000+05:45,1552,17,BLUS,50.936665,-1.453379,
2026-07-20T14:01:38.270+05:45,2026-07-20T18:43:45.000+05:45,1604,12,BLUS,50.901033,-1.404704,
2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:25.000+05:45,1219,U1A,UNIL,50.936622,-1.379431,90
2026-07-20T14:17:07.690+05:45,2026-07-20T19:55:36.000+05:45,3828,ONE,WDBC,50.717989,-1.977722,
2026-07-20T14:33:25.124+05:45,2026-07-20T20:18:08.000+05:45,250,1B,WDBC,50.726045,-1.841382,69
2026-07-20T14:34:47.568+05:45,2026-07-20T19:03:37.000+05:45,2271,1C,WDBC,50.719247,-1.876206,
2026-07-20T13:53:20.555+05:45,2026-07-20T13:06:07.000+05:45,7847,207,SVCT,50.710749,-1.282552,
2026-07-20T13:56:55.713+05:45,2026-07-20T19:41:34.000+05:45,1785,X6,WDBC,50.882001,-1.888238,5
2026-07-20T14:21:32.985+05:45,2026-07-20T20:06:28.000+05:45,1576,X2,SWWD,51.339267,-1.997643,341
2026-07-20T14:14:38.419+05:45,2026-07-20T19:59:24.000+05:45,1688,21,WDBC,50.718916,-1.875555,
2026-07-20T13:51:24.315+05:45,2026-07-20T19:26:03.000+05:45,1713,m2,WDBC,50.718061,-1.978465,291
2026-07-20T13:48:21.594+05:45,2026-07-20T19:30:59.000+05:45,1276,2,TDTR,51.562438,-1.781522,272
2026-07-20T13:48:21.594+05:45,2026-07-20T19:10:01.000+05:45,1540,81,WDBC,50.760682,-1.537336,
2026-07-20T14:16:34.526+05:45,2026-07-20T13:17:13.000+05:45,1640,X5,SWWD,51.073266,-1.796221,
2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:10.000+05:45,2784,1B,TDTR,51.562754,-1.784167,
2026-07-20T14:23:45.622+05:45,2026-07-20T20:08:28.000+05:45,1992,TNB,SVCT,50.705412,-1.500867,
2026-07-20T14:07:43.066+05:45,2026-07-20T19:52:25.000+05:45,1693,m2,WDBC,50.728317,-1.929969,94
2026-07-20T14:10:29.194+05:45,2026-07-20T19:55:21.000+05:45,1619,3,SVCT,50.667593,-1.28508,342
2026-07-20T14:36:59.541+05:45,2026-07-20T20:21:28.000+05:45,1711,50,WDBC,50.707831,-1.908704,84
2026-07-20T14:07:26.381+05:45,2026-07-20T19:23:09.000+05:45,3818,RG2,WDBC,50.846149,-1.796919,
2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:29.000+05:45,232,1B,WDBC,50.744909,-1.769431,153
2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:36.000+05:45,2779,5,TDTR,51.559549,-1.746435,347
2026-07-20T14:22:06.195+05:45,2026-07-20T20:06:35.000+05:45,2734,5,TDTR,51.593439,-1.810081,82
2026-07-20T14:05:13.655+05:45,2026-07-20T19:49:46.000+05:45,1323,ST,SWWD,51.070128,-1.805024,
2026-07-20T14:27:21.737+05:45,2026-07-20T20:12:03.000+05:45,1651,7,SVCT,50.69206,-1.331348,275
2026-07-20T14:37:16.190+05:45,2026-07-20T20:07:49.000+05:45,1681,8,SWWD,51.06978,-1.794165,
2026-07-20T14:18:47.051+05:45,2026-07-20T20:03:37.000+05:45,2251,4,WDBC,50.803309,-1.987521,237
2026-07-20T14:16:51.137+05:45,2026-07-20T20:01:34.000+05:45,1563,17,BLUS,50.903838,-1.402629,
