pulled_at,recorded_at,vehicle_ref,route_number,operator_ref,latitude,longitude,bearing
2026-07-20T13:55:16.179+05:45,2026-07-20T19:39:49.000+05:45,2705,15,TDTR,51.581691,-1.813935,322
2026-07-20T14:13:15.471+05:45,2026-07-20T19:19:42.000+05:45,9504,TW4,SQ,50.705444,-1.501008,
2026-07-20T14:19:36.738+05:45,2026-07-20T20:04:07.000+05:45,1249,18,BLUS,50.923397,-1.44523,206
2026-07-20T14:07:09.895+05:45,2026-07-20T19:52:07.000+05:45,1621,2,SVCT,50.732638,-1.159363,
2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:00.000+05:45,1220,U1A,UNIL,50.893399,-1.395061,
2026-07-20T14:35:04.009+05:45,2026-07-20T20:19:52.000+05:45,1249,18,BLUS,50.908479,-1.41272,
2026-07-20T14:37:16.190+05:45,2026-07-20T19:55:33.000+05:45,1109,40,WDBC,50.609838,-1.962352,
2026-07-20T14:16:01.086+05:45,2026-07-20T20:00:53.000+05:45,1598,X5,SWWD,51.52596,-1.72485,322
2026-07-20T13:48:54.550+05:45,2026-07-20T19:33:43.000+05:45,1528,3,BLUS,50.934116,-1.283455,71
2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:34.000+05:45,1716,m1,WDBC,50.718427,-1.874657,297
2026-07-20T14:32:52.075+05:45,2026-07-20T19:57:59.000+05:45,101,42,TDTR,51.417408,-1.734743,117
2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:25.000+05:45,6941,19a,BLUS,50.91203,-1.32877,
2026-07-20T13:58:18.490+05:45,2026-07-20T19:43:08.000+05:45,1211,U6H,UNIL,50.935197,-1.433389,57
2026-07-20T14:33:58.243+05:45,2026-07-20T20:18:48.000+05:45,1551,17,BLUS,50.89299,-1.377818,301
2026-07-20T13:50:01.209+05:45,2026-07-20T02:08:59.000+05:45,1782,16,WDBC,50.717903,-1.978009,
2026-07-20T14:17:40.810+05:45,2026-07-20T20:02:30.000+05:45,241,1B,WDBC,50.752965,-1.765297,
2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:18.000+05:45,1214,U2C,UNIL,50.910039,-1.406681,251
2026-07-20T13:53:53.476+05:45,2026-07-20T19:38:39.000+05:45,523,17,TDTR,51.556233,-1.770118,100
2026-07-20T14:33:58.243+05:45,2026-07-20T20:18:40.000+05:45,1689,12,WDBC,50.734215,-1.877434,316
2026-07-20T14:25:42.139+05:45,2026-07-20T20:10:16.000+05:45,1560,17,BLUS,50.909231,-1.404672,353
2026-07-20T14:10:29.194+05:45,2026-07-20T19:55:03.000+05:45,2737,5,TDTR,51.562412,-1.772707,260
2026-07-20T14:09:56.012+05:45,2026-07-20T19:54:21.000+05:45,1814,1,BLUS,50.973671,-1.38869,19
2026-07-20T14:24:19.018+05:45,2026-07-20T20:08:53.000+05:45,1508,31,WDBC,50.684897,-2.217834,
2026-07-20T14:16:17.784+05:45,2026-07-20T20:00:45.000+05:45,1548,17,BLUS,50.88905,-1.366646,36
2026-07-20T13:49:11.301+05:45,2026-07-20T19:33:53.000+05:45,1503,PR3,SWWD,51.08268,-1.855507,213
2026-07-20T14:22:55.935+05:45,2026-07-20T20:03:25.000+05:45,2756,9,BLUS,50.901714,-1.404938,
2026-07-20T14:37:49.223+05:45,2026-07-20T20:22:41.000+05:45,1312,9,SVCT,50.701559,-1.269998,73
2026-07-20T14:33:25.124+05:45,2026-07-20T20:18:17.000+05:45,1703,40,WDBC,50.650769,-2.078696,317
2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:27.000+05:45,1527,18,BLUS,50.904907,-1.401665,268
2026-07-20T14:13:32.051+05:45,2026-07-20T19:10:27.000+05:45,1846,15,WDBC,50.717946,-1.977742,
2026-07-20T14:06:36.625+05:45,2026-07-20T19:51:14.000+05:45,2757,11,BLUS,50.908909,-1.413534,
2026-07-20T14:33:08.602+05:45,2026-07-20T20:17:57.000+05:45,2741,12,TDTR,51.601531,-1.806628,217
2026-07-20T14:17:40.810+05:45,2026-07-20T20:02:23.000+05:45,525,17,TDTR,51.554307,-1.751261,303
2026-07-20T13:48:38.078+05:45,2026-07-20T19:33:25.000+05:45,1516,SL,SVCT,50.694105,-1.306077,42
2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:48.000+05:45,218,21,TDTR,51.569079,-1.77568,220
2026-07-20T14:28:11.478+05:45,2026-07-20T19:55:07.000+05:45,2767,20,DAMY,51.069645,-1.796456,326
2026-07-20T14:35:04.009+05:45,2026-07-20T13:49:52.000+05:45,7846,208,SVCT,50.687165,-1.30552,
2026-07-20T13:48:05.283+05:45,2026-07-20T19:32:54.000+05:45,1642,X5,SWWD,51.172244,-1.778727,359
2026-07-20T14:17:57.544+05:45,2026-07-20T04:07:27.000+05:45,1244,18,BLUS,50.908021,-1.333969,
2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:13.000+05:45,1706,50,WDBC,50.718475,-1.874812,
2026-07-20T14:29:34.233+05:45,2026-07-20T20:14:23.000+05:45,1238,18,BLUS,50.906476,-1.406593,
2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:46.000+05:45,2255,4,WDBC,50.73825,-1.99301,251
2026-07-20T13:49:11.301+05:45,2026-07-20T19:33:58.000+05:45,1725,m1,WDBC,50.731107,-1.873331,139
2026-07-20T14:13:32.051+05:45,2026-07-20T19:58:13.000+05:45,2756,9,BLUS,50.908031,-1.407905,
2026-07-20T14:12:25.550+05:45,2026-07-20T19:57:19.000+05:45,1672,2,BLUS,50.926384,-1.391956,36
2026-07-20T14:20:59.984+05:45,2026-07-20T20:05:49.000+05:45,1345,8,SVCT,50.723532,-1.147526,
2026-07-20T14:06:53.175+05:45,2026-07-20T19:51:18.000+05:45,1234,18,BLUS,50.907754,-1.344577,126
2026-07-20T14:00:48.742+05:45,2026-07-20T19:30:29.000+05:45,1635,X5,SWWD,51.069611,-1.795834,
2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:50.000+05:45,1103,15,WDBC,50.717999,-1.978272,
2026-07-20T14:37:49.223+05:45,2026-07-20T20:22:29.000+05:45,525,17,TDTR,51.562474,-1.782052,
2026-07-20T14:23:29.130+05:45,2026-07-20T20:08:16.000+05:45,1694,5,WDBC,50.729929,-1.870726,135
2026-07-20T14:20:26.643+05:45,2026-07-20T20:05:09.000+05:45,1680,8,SWWD,51.255189,-1.619553,99
2026-07-20T14:12:25.550+05:45,2026-07-20T19:56:58.000+05:45,1720,m1,WDBC,50.737075,-1.864562,211
2026-07-20T14:00:48.742+05:45,2026-07-20T19:45:40.000+05:45,1776,m2,WDBC,50.721749,-1.798804,
2026-07-20T13:46:26.014+05:45,2026-07-20T19:31:17.000+05:45,1750,7,BLUS,50.906494,-1.401268,345
2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:29.000+05:45,1756,2,BLUS,50.974159,-1.333194,
2026-07-20T13:59:58.980+05:45,2026-07-20T19:44:48.000+05:45,2762,11,BLUS,50.923831,-1.525174,240
2026-07-20T14:00:48.742+05:45,2026-07-20T19:45:38.000+05:45,1739,17,WDBC,50.735244,-1.922643,125
2026-07-20T13:54:43.105+05:45,2026-07-20T19:39:33.000+05:45,2738,1A,TDTR,51.562628,-1.781986,89
2026-07-20T14:16:34.526+05:45,2026-07-20T12:50:55.000+05:45,2754,539,BLUS,50.861011,-1.430737,151
2026-07-20T14:03:17.787+05:45,2026-07-20T19:48:09.000+05:45,1245,18,BLUS,50.908831,-1.41658,328
2026-07-20T14:18:30.473+05:45,2026-07-20T20:03:10.000+05:45,1407,70,WDBC,50.719905,-1.772631,96
2026-07-20T14:38:38.675+05:45,2026-07-20T20:23:10.000+05:45,7104,213,SVCT,50.686011,-1.078085,
2026-07-20T14:04:07.496+05:45,2026-07-20T19:48:46.000+05:45,1246,18,BLUS,50.912349,-1.387865,16
2026-07-20T14:02:11.407+05:45,2026-07-20T19:46:30.000+05:45,1823,NFR,WDBC,50.804809,-1.63954,44
2026-07-20T14:06:03.275+05:45,2026-07-20T19:25:03.000+05:45,2710,125,WDBC,50.847015,-1.791925,
2026-07-20T14:01:21.739+05:45,2026-07-20T19:46:15.000+05:45,1222,U6H,UNIL,50.938545,-1.387305,275
2026-07-20T14:33:25.124+05:45,2026-07-20T20:18:03.000+05:45,1520,1,SVCT,50.702254,-1.29688,358
2026-07-20T14:24:35.626+05:45,2026-07-20T20:09:14.000+05:45,1759,1,BLUS,50.908339,-1.408173,
2026-07-20T14:18:14.016+05:45,2026-07-20T20:02:48.000+05:45,1325,ST,SWWD,51.080999,-1.796889,173
2026-07-20T14:04:57.214+05:45,2026-07-20T19:49:31.000+05:45,2767,20,DAMY,51.062063,-1.794591,8
2026-07-20T13:46:59.145+05:45,2026-07-20T19:11:31.000+05:45,2726,R5,SWWD,51.068562,-1.794445,
2026-07-20T14:19:36.738+05:45,2026-07-20T20:04:28.000+05:45,1539,Q7,WDBC,50.806443,-2.003124,
2026-07-20T14:16:34.526+05:45,2026-07-20T20:01:18.000+05:45,1318,5,SVCT,50.733354,-1.268601,151
2026-07-20T14:14:38.419+05:45,2026-07-20T14:12:17.000+05:45,2777,1A,TDTR,51.562765,-1.784263,
2026-07-20T14:23:45.622+05:45,2026-07-20T19:55:41.000+05:45,2751,120,WDBC,50.786523,-1.609063,24
2026-07-20T13:50:51.121+05:45,2026-07-20T19:35:27.000+05:45,1533,81,WDBC,50.739168,-1.749141,55
2026-07-20T14:05:29.987+05:45,2026-07-20T13:08:57.000+05:45,7837,212,SVCT,50.657524,-1.166246,
2026-07-20T14:39:11.719+05:45,2026-07-20T20:23:53.000+05:45,2273,5,WDBC,50.796445,-1.720492,201
2026-07-20T14:36:43.121+05:45,2026-07-20T20:21:27.000+05:45,1635,X5,SWWD,51.094983,-1.798945,19
2026-07-20T14:10:29.194+05:45,2026-07-20T18:42:58.000+05:45,1631,5,WDBC,50.718806,-1.875376,
2026-07-20T14:29:01.106+05:45,2026-07-20T20:13:51.000+05:45,236,22,WDBC,50.733457,-1.818823,225
2026-07-20T14:12:58.896+05:45,2026-07-20T19:57:23.000+05:45,1730,m1,WDBC,50.718123,-1.978763,
2026-07-20T14:21:16.548+05:45,2026-07-20T20:06:01.000+05:45,277,80,TDTR,51.234806,-1.663473,282
2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:27.000+05:45,2784,1B,TDTR,51.538941,-1.727738,
2026-07-20T14:02:44.584+05:45,2026-07-20T19:47:15.000+05:45,2736,2,TDTR,51.569407,-1.747153,25
2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:29.000+05:45,2274,18,WDBC,50.759403,-1.996408,18
2026-07-20T14:23:12.551+05:45,2026-07-20T20:07:38.000+05:45,1403,TNB,SVCT,50.666825,-1.565747,10
2026-07-20T14:15:28.101+05:45,2026-07-20T19:59:44.000+05:45,1781,m2,WDBC,50.721821,-1.799417,
2026-07-20T14:36:43.121+05:45,2026-07-20T20:21:12.000+05:45,1757,2,BLUS,50.926268,-1.392046,211
2026-07-20T13:48:05.283+05:45,2026-07-20T19:03:48.000+05:45,152,37,SWWD,51.04019,-1.70132,326
2026-07-20T13:55:32.745+05:45,2026-07-20T19:40:20.000+05:45,2701,15,TDTR,51.597463,-1.806768,333
2026-07-20T14:29:34.233+05:45,2026-07-20T20:14:12.000+05:45,238,11,WDBC,50.718846,-1.87555,
2026-07-20T13:51:24.315+05:45,2026-07-20T19:36:04.000+05:45,1848,16,WDBC,50.72101,-1.893864,
2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:30.000+05:45,1252,U6C,UNIL,50.906855,-1.406425,
2026-07-20T14:27:38.341+05:45,2026-07-20T19:55:36.000+05:45,3828,ONE,WDBC,50.717989,-1.977722,
2026-07-20T14:12:58.896+05:45,2026-07-20T19:57:50.000+05:45,6936,19,BLUS,50.896152,-1.402537,76
2026-07-20T14:22:22.800+05:45,2026-07-20T20:07:16.000+05:45,287,9,BLUS,50.901865,-1.405289,
2026-07-20T13:57:45.371+05:45,2026-07-20T19:42:33.000+05:45,1619,3,SVCT,50.631557,-1.222503,309
2026-07-20T13:54:26.649+05:45,2026-07-20T19:39:09.000+05:45,236,12,WDBC,50.758053,-1.853672,208
2026-07-20T14:16:51.137+05:45,2026-07-20T15:52:53.000+05:45,1329,66,SWWD,51.068513,-1.79505,
2026-07-20T14:15:44.573+05:45,2026-07-20T20:00:26.000+05:45,1691,1A,WDBC,50.728174,-1.839922,67
2026-07-20T13:58:51.599+05:45,2026-07-20T19:43:42.000+05:45,1714,m2,WDBC,50.728894,-1.939194,276
2026-07-20T14:01:05.161+05:45,2026-07-20T19:45:52.000+05:45,1508,31,WDBC,50.684861,-2.217816,
2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:51.000+05:45,1214,U2C,UNIL,50.908837,-1.412318,271
2026-07-20T14:10:29.194+05:45,2026-07-20T19:55:06.000+05:45,1522,30,WDBC,50.68986,-2.11253,147
2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:49.000+05:45,241,1B,WDBC,50.753317,-1.76565,329
2026-07-20T14:00:48.742+05:45,2026-07-20T19:45:21.000+05:45,1560,17,BLUS,50.922408,-1.446031,
2026-07-20T13:47:32.244+05:45,2026-07-20T19:32:16.000+05:45,1799,1,BLUS,51.065211,-1.311322,107
2026-07-20T13:54:59.654+05:45,2026-07-20T19:39:52.000+05:45,1508,31,WDBC,50.684868,-2.21784,
2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:35.000+05:45,240,21,WDBC,50.753883,-1.886563,160
2026-07-20T14:32:02.837+05:45,2026-07-20T20:16:40.000+05:45,1223,U1A,UNIL,50.947936,-1.364432,101
2026-07-20T13:55:16.179+05:45,2026-07-20T19:40:12.000+05:45,2728,25,SWWD,51.089497,-2.275883,263
2026-07-20T13:58:01.936+05:45,2026-07-20T19:42:48.000+05:45,516,17,TDTR,51.56559,-1.778007,73
2026-07-20T14:25:25.565+05:45,2026-07-20T20:10:18.000+05:45,1819,81,WDBC,50.748071,-1.801232,34
2026-07-20T14:13:48.607+05:45,2026-07-20T19:58:33.000+05:45,2262,4,WDBC,50.718625,-1.979169,331
2026-07-20T14:06:03.275+05:45,2026-07-20T19:50:51.000+05:45,242,1A,WDBC,50.744605,-1.740477,
2026-07-20T14:03:01.130+05:45,2026-07-20T19:47:39.000+05:45,1551,17,BLUS,50.903374,-1.402764,
2026-07-20T14:36:59.541+05:45,2026-07-20T20:21:44.000+05:45,1404,70,WDBC,50.716657,-1.876369,88
2026-07-20T14:35:53.342+05:45,2026-07-20T00:48:47.000+05:45,1349,9,SVCT,50.698024,-1.294145,
2026-07-20T14:37:16.190+05:45,2026-07-20T20:22:07.000+05:45,1302,9,SVCT,50.724582,-1.22548,107
2026-07-20T14:11:19.294+05:45,2026-07-20T04:07:27.000+05:45,1244,18,BLUS,50.908021,-1.333969,
2026-07-20T13:50:18.082+05:45,2026-07-20T19:34:48.000+05:45,2265,8,WDBC,50.724483,-2.029698,
2026-07-20T14:11:02.586+05:45,2026-07-20T19:55:47.000+05:45,7901,SSS,TDTR,51.561379,-1.783128,307
2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:16.000+05:45,159,29,SWWD,51.000716,-2.062812,71
2026-07-20T14:01:21.739+05:45,2026-07-20T19:46:03.000+05:45,282,4,BLUS,50.972396,-1.441789,215
2026-07-20T14:03:50.743+05:45,2026-07-20T19:14:33.000+05:45,2759,4,BLUS,50.903893,-1.405592,
2026-07-20T14:20:43.365+05:45,2026-07-20T20:05:24.000+05:45,2254,9,WDBC,50.727881,-2.019177,
2026-07-20T14:18:14.016+05:45,2026-07-20T20:03:04.000+05:45,1843,14,WDBC,50.767029,-1.901682,177
2026-07-20T14:16:51.137+05:45,2026-07-20T18:15:01.000+05:45,2731,119,WDBC,50.745833,-1.595728,
2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:06.000+05:45,2767,20,DAMY,51.054418,-1.801034,65
2026-07-20T14:12:42.220+05:45,2026-07-20T19:06:54.000+05:45,1792,737,WDBC,50.720281,-1.884422,
2026-07-20T14:16:17.784+05:45,2026-07-19T23:57:38.000+05:45,2744,13,BLUS,50.915224,-1.361136,214
2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:29.000+05:45,1203,U1A,UNIL,50.937992,-1.397111,84
2026-07-20T13:54:43.105+05:45,2026-07-20T19:38:31.000+05:45,524,23,TDTR,51.562992,-1.784578,
2026-07-20T14:31:46.259+05:45,2026-07-20T20:16:34.000+05:45,1844,9,WDBC,50.743103,-2.008169,276
2026-07-20T14:25:08.856+05:45,2026-07-20T20:09:42.000+05:45,1735,m1,WDBC,50.71812,-1.978254,101
2026-07-20T14:13:15.471+05:45,2026-07-20T19:58:01.000+05:45,1755,2,BLUS,50.94403,-1.379225,11
2026-07-20T14:09:39.353+05:45,2026-07-20T18:37:32.000+05:45,1534,86,WDBC,50.759324,-1.538289,333
2026-07-20T13:51:24.315+05:45,2026-07-20T19:36:10.000+05:45,1637,X7,SWWD,51.063095,-1.781048,111
2026-07-20T13:53:37.033+05:45,2026-07-20T19:38:17.000+05:45,2762,11,BLUS,50.920539,-1.500454,299
2026-07-20T13:56:05.977+05:45,2026-07-20T19:40:59.000+05:45,287,12,BLUS,50.922529,-1.494839,133
2026-07-20T14:01:21.739+05:45,2026-07-20T15:52:53.000+05:45,1329,66,SWWD,51.068513,-1.79505,
2026-07-20T14:16:51.137+05:45,2026-07-20T20:01:32.000+05:45,1701,40,WDBC,50.695338,-2.118001,188
2026-07-20T14:08:16.251+05:45,2026-07-20T19:53:09.000+05:45,1649,7,SVCT,50.68778,-1.423398,98
2026-07-20T14:12:25.550+05:45,2026-07-20T19:57:10.000+05:45,287,12,BLUS,50.908726,-1.415034,68
2026-07-20T14:05:13.655+05:45,2026-07-20T19:49:56.000+05:45,2772,1,TDTR,51.562632,-1.779286,272
2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:31.000+05:45,1276,R26,TDTR,51.514492,-1.731774,95
2026-07-20T13:46:42.598+05:45,2026-07-20T19:31:38.000+05:45,1302,9,SVCT,50.727091,-1.190668,268
2026-07-20T14:09:22.773+05:45,2026-07-20T19:53:58.000+05:45,2257,26,WDBC,50.753299,-1.958412,324
2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:32.000+05:45,1829,NFG,BLUS,50.867683,-1.424029,241
2026-07-20T14:21:49.617+05:45,2026-07-20T20:06:35.000+05:45,240,21,WDBC,50.730442,-1.871633,127
2026-07-20T13:51:57.510+05:45,2026-07-20T19:36:36.000+05:45,1204,U6C,UNIL,50.906872,-1.406431,
2026-07-20T13:59:25.874+05:45,2026-07-20T19:44:07.000+05:45,7843,205,SVCT,50.696717,-1.313194,
2026-07-20T14:02:27.965+05:45,2026-07-20T19:47:08.000+05:45,1504,D3,SWWD,50.989842,-1.757291,
2026-07-20T14:17:40.810+05:45,2026-07-20T19:48:58.000+05:45,1536,24,WDBC,50.736539,-1.779688,
2026-07-20T14:29:50.987+05:45,2026-07-20T20:14:14.000+05:45,1318,5,SVCT,50.698106,-1.294325,
2026-07-20T14:37:16.190+05:45,2026-07-20T20:21:49.000+05:45,1847,16,WDBC,50.735026,-1.914556,
2026-07-20T14:12:42.220+05:45,2026-07-20T19:57:31.000+05:45,1203,U1A,UNIL,50.936559,-1.397198,347
2026-07-20T14:24:35.626+05:45,2026-07-20T20:09:12.000+05:45,2275,25,WDBC,50.732817,-1.977446,
2026-07-20T14:07:26.381+05:45,2026-07-20T19:51:48.000+05:45,1764,m2,WDBC,50.724338,-1.908947,292
2026-07-20T14:10:29.194+05:45,2026-07-20T19:54:57.000+05:45,1307,5,SVCT,50.749957,-1.276528,275
2026-07-20T14:10:45.897+05:45,2026-07-20T19:44:04.000+05:45,1263,5,WDBC,50.719123,-1.87596,
2026-07-20T13:49:11.301+05:45,2026-07-20T19:09:34.000+05:45,2713,898,WDBC,50.71809,-1.977891,274
2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:36.000+05:45,2766,1A,TDTR,51.557302,-1.759867,329
2026-07-20T13:59:58.980+05:45,2026-07-20T19:44:50.000+05:45,1119,14,WDBC,50.717952,-1.978003,
2026-07-20T14:24:02.310+05:45,2026-07-20T20:08:49.000+05:45,1682,8,SWWD,51.19317,-1.750178,238
2026-07-20T14:01:54.707+05:45,2026-07-20T19:46:41.000+05:45,108,36,WDBC,50.753438,-1.91388,288
2026-07-20T14:12:25.550+05:45,2026-07-20T19:11:31.000+05:45,2726,R5,SWWD,51.068562,-1.794445,
2026-07-20T14:01:38.270+05:45,2026-07-20T13:05:36.000+05:45,1661,155,TDTR,51.529924,-1.792218,
2026-07-20T14:19:03.545+05:45,2026-07-20T20:03:30.000+05:45,1808,9,BLUS,50.90203,-1.485274,157
2026-07-20T13:53:20.555+05:45,2026-07-20T19:37:57.000+05:45,2772,1,TDTR,51.540489,-1.729037,23
2026-07-20T14:32:52.075+05:45,2026-07-20T20:17:26.000+05:45,1818,81,WDBC,50.744375,-1.834284,223
2026-07-20T13:59:08.306+05:45,2026-07-20T19:43:55.000+05:45,1303,5,SVCT,50.73822,-1.268755,169
2026-07-20T14:09:06.099+05:45,2026-07-20T19:53:53.000+05:45,1573,80,TDTR,51.51894,-1.724302,170
2026-07-20T13:51:40.890+05:45,2026-07-20T19:36:11.000+05:45,1827,NFB,WDBC,50.816918,-1.57362,
2026-07-20T14:15:11.585+05:45,2026-07-20T15:21:27.000+05:45,246,1C,WDBC,50.719131,-1.876064,
2026-07-20T13:46:59.145+05:45,2026-07-20T19:31:46.000+05:45,2259,4,WDBC,50.800672,-1.983599,97
2026-07-20T14:28:11.478+05:45,2026-07-20T20:12:53.000+05:45,1240,18,BLUS,50.917903,-1.427783,321
2026-07-20T14:31:13.123+05:45,2026-07-20T20:16:09.000+05:45,267,1A,WDBC,50.739309,-1.748752,53
2026-07-20T14:33:58.243+05:45,2026-07-20T20:14:39.000+05:45,1547,761,WDBC,50.75907,-1.538477,
2026-07-20T13:49:44.693+05:45,2026-07-20T19:34:26.000+05:45,6941,19,BLUS,50.908368,-1.334326,140
2026-07-20T13:52:47.237+05:45,2026-07-20T19:37:14.000+05:45,1573,80,TDTR,51.56247,-1.773293,100
2026-07-20T14:27:54.899+05:45,2026-07-20T20:12:26.000+05:45,7103,212,SVCT,50.610451,-1.22506,186
2026-07-20T14:24:52.252+05:45,2026-07-20T19:44:04.000+05:45,1263,5,WDBC,50.719123,-1.87596,
2026-07-20T14:38:05.833+05:45,2026-07-20T20:22:51.000+05:45,1651,7,SVCT,50.686172,-1.418749,256
2026-07-20T13:51:07.853+05:45,2026-07-20T19:35:45.000+05:45,523,17,TDTR,51.559189,-1.774938,69
2026-07-20T14:25:42.139+05:45,2026-07-20T18:39:30.000+05:45,1144,CR9,DAMY,50.861576,-2.160278,
2026-07-20T14:30:07.401+05:45,2026-07-20T20:14:56.000+05:45,1107,940,WDBC,50.741379,-2.059534,
2026-07-20T14:39:11.719+05:45,2026-07-20T20:23:41.000+05:45,1721,m1,WDBC,50.745645,-1.861551,187
2026-07-20T14:17:57.544+05:45,2026-07-20T20:01:59.000+05:45,7923,MHDRT,SWWD,51.403579,-1.709583,139
2026-07-20T13:48:54.550+05:45,2026-07-20T19:33:31.000+05:45,2775,1B,TDTR,51.562758,-1.784248,
2026-07-20T14:30:56.689+05:45,2026-07-20T20:15:31.000+05:45,2254,9,WDBC,50.714024,-2.002964,116
2026-07-20T14:25:08.856+05:45,2026-07-20T20:10:02.000+05:45,2746,10,BLUS,50.898515,-1.37721,145
2026-07-20T14:08:16.251+05:45,2026-07-20T19:52:58.000+05:45,6921,19,BLUS,50.922886,-1.434218,319
2026-07-20T14:30:40.275+05:45,2026-07-20T20:15:14.000+05:45,1828,NFG,BLUS,50.827287,-1.431272,147
2026-07-20T13:59:25.874+05:45,2026-07-20T19:43:56.000+05:45,1717,m1,WDBC,50.735271,-1.867611,47
2026-07-20T14:31:13.123+05:45,2026-07-20T20:15:53.000+05:45,1644,86,WDBC,50.909499,-1.417658,300
2026-07-20T14:28:27.930+05:45,2026-07-20T20:13:08.000+05:45,234,1A,WDBC,50.737561,-1.812217,219
2026-07-20T14:07:59.661+05:45,2026-07-20T19:52:35.000+05:45,902,PR15,SWWD,51.06234,-1.771788,135
2026-07-20T14:00:15.584+05:45,2026-07-20T13:52:51.000+05:45,1575,966,SWWD,51.082722,-1.77037,220
2026-07-20T13:49:28.015+05:45,2026-07-20T19:14:33.000+05:45,2759,4,BLUS,50.903893,-1.405592,
2026-07-20T14:03:50.743+05:45,2026-07-20T19:48:40.000+05:45,1103,14,WDBC,50.749677,-1.937956,220
2026-07-20T14:33:08.602+05:45,2026-07-20T20:17:51.000+05:45,1121,14,WDBC,50.753292,-1.875906,197
2026-07-20T14:16:17.784+05:45,2026-07-20T19:54:56.000+05:45,1194,32,WDBC,50.78067,-1.975189,159
2026-07-20T14:18:47.051+05:45,2026-07-20T20:03:37.000+05:45,1211,U6C,UNIL,50.934074,-1.419395,39
2026-07-20T14:26:32.043+05:45,2026-07-20T15:45:47.000+05:45,1772,m2,WDBC,50.727219,-1.841685,
2026-07-20T14:33:25.124+05:45,2026-07-20T20:17:51.000+05:45,1223,U1C,UNIL,50.949756,-1.363514,
2026-07-20T14:30:07.401+05:45,2026-07-20T20:15:02.000+05:45,1521,3,SVCT,50.634283,-1.238511,93
2026-07-20T14:35:36.893+05:45,2026-07-20T20:07:49.000+05:45,1681,8,SWWD,51.06978,-1.794165,
2026-07-20T14:23:29.130+05:45,2026-07-20T20:08:22.000+05:45,281,11,BLUS,50.918181,-1.505233,307
2026-07-20T14:29:01.106+05:45,2026-07-20T20:13:50.000+05:45,2723,R10,SWWD,51.080069,-1.841086,282
